video,arm,budget_pct,seed,n_frames,n_shots,n_windows,n_gold,n_admitted,M1,M2,M3,note
Arrest024,D_random,10.0,2,3629,74,1,2101,362,1.0,0.10233222275107091,0.5939226519337016,
Arrest024,D_random,10.0,3,3629,74,1,2101,362,1.0,0.09804854831032842,0.569060773480663,
Arrest024,D_random,10.0,4,3629,74,1,2101,362,1.0,0.10566396953831508,0.6132596685082873,
Arrest024,E_action_topk,10.0,,3629,74,1,2101,362,1.0,0.08900523560209424,0.5165745856353591,R0 codec anchor at matched budget
Arrest024,F_shot1_action,10.0,,3629,74,1,2101,362,1.0,0.12375059495478344,0.7182320441988951,floor=74/362 (20.4% of budget)
Arrest024,G_shot2_action,10.0,,3629,74,1,2101,362,1.0,0.12470252260828177,0.7237569060773481,floor=148/362 (40.9% of budget)
Arrest024,H_shot1_mid,10.0,,3629,74,1,2101,362,1.0,0.10566396953831508,0.6132596685082873,floor=74/362 (20.4% of budget)
Arrest024,I_shot2_mid,10.0,,3629,74,1,2101,362,1.0,0.11185149928605426,0.649171270718232,floor=148/362 (40.9% of budget)
Arrest024,C_uniform,10.5,,3629,74,1,2101,381,1.0,0.10471204188481675,0.5774278215223098,
Arrest024,D_random,10.5,0,3629,74,1,2101,381,1.0,0.10423607805806759,0.5748031496062992,
Arrest024,D_random,10.5,1,3629,74,1,2101,381,1.0,0.1099476439790576,0.6062992125984252,
Arrest024,D_random,10.5,2,3629,74,1,2101,381,1.0,0.10518800571156592,0.5800524934383202,
Arrest024,D_random,10.5,3,3629,74,1,2101,381,1.0,0.10376011423131842,0.5721784776902887,
Arrest024,D_random,10.5,4,3629,74,1,2101,381,1.0,0.10709186101856259,0.5905511811023622,
Arrest024,E_action_topk,10.5,,3629,74,1,2101,381,1.0,0.09804854831032842,0.5406824146981627,R0 codec anchor at matched budget
Arrest024,F_shot1_action,10.5,,3629,74,1,2101,381,1.0,0.1313660161827701,0.7244094488188977,floor=74/381 (19.4% of budget)
Arrest024,G_shot2_action,10.5,,3629,74,1,2101,381,1.0,0.13231794383626844,0.7296587926509186,floor=148/381 (38.8% of budget)
Arrest024,H_shot1_mid,10.5,,3629,74,1,2101,381,1.0,0.11185149928605426,0.6167979002624672,floor=74/381 (19.4% of budget)
Arrest024,I_shot2_mid,10.5,,3629,74,1,2101,381,1.0,0.1170871013802951,0.6456692913385826,floor=148/381 (38.8% of budget)
Arrest024,C_uniform,20.0,,3629,74,1,2101,725,1.0,0.199428843407901,0.5779310344827586,
Arrest024,D_random,20.0,0,3629,74,1,2101,725,1.0,0.21370775821037602,0.6193103448275862,
Arrest024,D_random,20.0,1,3629,74,1,2101,725,1.0,0.199428843407901,0.5779310344827586,
Arrest024,D_random,20.0,2,3629,74,1,2101,725,1.0,0.20323655402189433,0.5889655172413794,
Arrest024,D_random,20.0,3,3629,74,1,2101,725,1.0,0.2008567348881485,0.5820689655172414,
Arrest024,D_random,20.0,4,3629,74,1,2101,725,1.0,0.20276059019514517,0.5875862068965517,
Arrest024,E_action_topk,20.0,,3629,74,1,2101,725,1.0,0.1603998096144693,0.46482758620689657,R0 codec anchor at matched budget
Arrest024,F_shot1_action,20.0,,3629,74,1,2101,725,1.0,0.2498810090433127,0.7241379310344828,floor=74/725 (10.2% of budget)
Arrest024,G_shot2_action,20.0,,3629,74,1,2101,725,1.0,0.24940504521656354,0.7227586206896551,floor=148/725 (20.4% of budget)
Arrest024,H_shot1_mid,20.0,,3629,74,1,2101,725,1.0,0.20609233698238935,0.5972413793103448,floor=74/725 (10.2% of budget)
Arrest024,I_shot2_mid,20.0,,3629,74,1,2101,725,1.0,0.21132793907663017,0.6124137931034482,floor=148/725 (20.4% of budget)
Arrest024,C_uniform,30.0,,3629,74,1,2101,1088,1.0,0.29985721085197525,0.5790441176470589,
Arrest024,D_random,30.0,0,3629,74,1,2101,1088,1.0,0.30414088529271777,0.5873161764705882,
Arrest024,D_random,30.0,1,3629,74,1,2101,1088,1.0,0.3017610661589719,0.5827205882352942,
Arrest024,D_random,30.0,2,3629,74,1,2101,1088,1.0,0.30271299381247024,0.5845588235294118,
Arrest024,D_random,30.0,3,3629,74,1,2101,1088,1.0,0.2979533555449786,0.5753676470588235,
Arrest024,D_random,30.0,4,3629,74,1,2101,1088,1.0,0.29557353641123274,0.5707720588235294,
Arrest024,E_action_topk,30.0,,3629,74,1,2101,1088,1.0,0.29271775345073775,0.5652573529411765,R0 codec anchor at matched budget
Arrest024,F_shot1_action,30.0,,3629,74,1,2101,1088,1.0,0.3783912422655878,0.7306985294117647,floor=74/1088 (6.8% of budget)
Arrest024,G_shot2_action,30.0,,3629,74,1,2101,1088,1.0,0.378867206092337,0.7316176470588235,floor=148/1088 (13.6% of budget)
Arrest024,H_shot1_mid,30.0,,3629,74,1,2101,1088,1.0,0.3050928129462161,0.5891544117647058,floor=74/1088 (6.8% of budget)
Arrest024,I_shot2_mid,30.0,,3629,74,1,2101,1088,1.0,0.3122322703474536,0.6029411764705882,floor=148/1088 (13.6% of budget)
Arrest030,A_production,10.449,,8642,252,1,1666,903,1.0,0.1014405762304922,0.18715393133997785,natural retention
Arrest030,C_uniform,5.0,,8642,252,1,1666,432,1.0,0.04981992797118848,0.19212962962962962,
Arrest030,D_random,5.0,0,8642,252,1,1666,432,1.0,0.05102040816326531,0.19675925925925927,
Arrest030,D_random,5.0,1,8642,252,1,1666,432,1.0,0.055222088835534214,0.21296296296296297,
Arrest030,D_random,5.0,2,8642,252,1,1666,432,1.0,0.048619447779111646,0.1875,
Arrest030,D_random,5.0,3,8642,252,1,1666,432,1.0,0.048619447779111646,0.1875,
Arrest030,D_random,5.0,4,8642,252,1,1666,432,1.0,0.05162064825930372,0.19907407407407407,
Arrest030,E_action_topk,5.0,,8642,252,1,1666,432,1.0,0.08523409363745499,0.3287037037037037,R0 codec anchor at matched budget
Arrest030,F_shot1_action,5.0,,8642,252,1,1666,432,1.0,0.05102040816326531,0.19675925925925927,floor=252/432 (58.3% of budget)
Arrest030,G_shot2_action,5.0,,8642,252,1,1666,432,1.0,0.055222088835534214,0.21296296296296297,floor=432/432 (100.0% of budget)
Arrest030,H_shot1_mid,5.0,,8642,252,1,1666,432,1.0,0.05282112845138055,0.2037037037037037,floor=252/432 (58.3% of budget)
Arrest030,I_shot2_mid,5.0,,8642,252,1,1666,432,1.0,0.05582232893157263,0.2152777777777778,floor=432/432 (100.0% of budget)
Arrest030,C_uniform,10.0,,8642,252,1,1666,864,1.0,0.10024009603841537,0.19328703703703703,
Arrest030,D_random,10.0,0,8642,252,1,1666,864,1.0,0.10624249699879952,0.2048611111111111,
Arrest030,D_random,10.0,1,8642,252,1,1666,864,1.0,0.1014405762304922,0.19560185185185186,
Arrest030,D_random,10.0,2,8642,252,1,1666,864,1.0,0.09603841536614646,0.18518518518518517,
Arrest030,D_random,10.0,3,8642,252,1,1666,864,1.0,0.09483793517406963,0.18287037037037038,
Arrest030,D_random,10.0,4,8642,252,1,1666,864,1.0,0.10204081632653061,0.19675925925925927,
Arrest030,E_action_topk,10.0,,8642,252,1,1666,864,1.0,0.1212484993997599,0.2337962962962963,R0 codec anchor at matched budget
Arrest030,F_shot1_action,10.0,,8642,252,1,1666,864,1.0,0.1014405762304922,0.19560185185185186,floor=252/864 (29.2% of budget)
Arrest030,G_shot2_action,10.0,,8642,252,1,1666,864,1.0,0.1014405762304922,0.19560185185185186,floor=504/864 (58.3% of budget)
Arrest030,H_shot1_mid,10.0,,8642,252,1,1666,864,1.0,0.09903961584633854,0.1909722222222222,floor=252/864 (29.2% of budget)
Arrest030,I_shot2_mid,10.0,,8642,252,1,1666,864,1.0,0.09963985594237695,0.19212962962962962,floor=504/864 (58.3% of budget)
Arrest030,C_uniform,10.5,,8642,252,1,1666,907,1.0,0.10444177671068428,0.1918412348401323,
Arrest030,D_random,10.5,0,8642,252,1,1666,907,1.0,0.11164465786314526,0.20507166482910694,
Arrest030,D_random,10.5,1,8642,252,1,1666,907,1.0,0.10444177671068428,0.1918412348401323,
Arrest030,D_random,10.5,2,8642,252,1,1666,907,1.0,0.10504201680672269,0.19294377067254687,
Arrest030,D_random,10.5,3,8642,252,1,1666,907,1.0,0.10084033613445378,0.185226019845645,
Arrest030,D_random,10.5,4,8642,252,1,1666,907,1.0,0.10744297719087635,0.19735391400220506,
Arrest030,E_action_topk,10.5,,8642,252,1,1666,907,1.0,0.1212484993997599,0.2227122381477398,R0 codec anchor at matched budget
Arrest030,F_shot1_action,10.5,,8642,252,1,1666,907,1.0,0.10684273709483794,0.19625137816979052,floor=252/907 (27.8% of budget)
Arrest030,G_shot2_action,10.5,,8642,252,1,1666,907,1.0,0.10624249699879952,0.19514884233737598,floor=504/907 (55.6% of budget)
Arrest030,H_shot1_mid,10.5,,8642,252,1,1666,907,1.0,0.10384153661464586,0.19073869900771775,floor=252/907 (27.8% of budget)
Arrest030,I_shot2_mid,10.5,,8642,252,1,1666,907,1.0,0.10624249699879952,0.19514884233737598,floor=504/907 (55.6% of budget)
Arrest030,C_uniform,20.0,,8642,252,1,1666,1728,1.0,0.1998799519807923,0.19270833333333334,
Arrest030,D_random,20.0,0,8642,252,1,1666,1728,1.0,0.20588235294117646,0.19849537037037038,
Arrest030,D_random,20.0,1,8642,252,1,1666,1728,1.0,0.2028811524609844,0.19560185185185186,
Arrest030,D_random,20.0,2,8642,252,1,1666,1728,1.0,0.2034813925570228,0.19618055555555555,
Arrest030,D_random,20.0,3,8642,252,1,1666,1728,1.0,0.18487394957983194,0.17824074074074073,
Arrest030,D_random,20.0,4,8642,252,1,1666,1728,1.0,0.20768307322929172,0.20023148148148148,
Arrest030,E_action_topk,20.0,,8642,252,1,1666,1728,1.0,0.19567827130852342,0.1886574074074074,R0 codec anchor at matched budget
Arrest030,F_shot1_action,20.0,,8642,252,1,1666,1728,1.0,0.20528211284513806,0.19791666666666666,floor=252/1728 (14.6% of budget)
Arrest030,G_shot2_action,20.0,,8642,252,1,1666,1728,1.0,0.20168067226890757,0.19444444444444445,floor=504/1728 (29.2% of budget)
Arrest030,H_shot1_mid,20.0,,8642,252,1,1666,1728,1.0,0.1992797118847539,0.19212962962962962,floor=252/1728 (14.6% of budget)
Arrest030,I_shot2_mid,20.0,,8642,252,1,1666,1728,1.0,0.1998799519807923,0.19270833333333334,floor=504/1728 (29.2% of budget)
Arrest030,C_uniform,30.0,,8642,252,1,1666,2592,1.0,0.30012004801920766,0.19290123456790123,
Arrest030,D_random,30.0,0,8642,252,1,1666,2592,1.0,0.3187274909963986,0.2048611111111111,
Arrest030,D_random,30.0,1,8642,252,1,1666,2592,1.0,0.3043217286914766,0.19560185185185186,
Arrest030,D_random,30.0,2,8642,252,1,1666,2592,1.0,0.2965186074429772,0.19058641975308643,
Arrest030,D_random,30.0,3,8642,252,1,1666,2592,1.0,0.28811524609843936,0.18518518518518517,
Arrest030,D_random,30.0,4,8642,252,1,1666,2592,1.0,0.3199279711884754,0.2056327160493827,
Arrest030,E_action_topk,30.0,,8642,252,1,1666,2592,1.0,0.26770708283313327,0.1720679012345679,R0 codec anchor at matched budget
Arrest030,F_shot1_action,30.0,,8642,252,1,1666,2592,1.0,0.3097238895558223,0.19907407407407407,floor=252/2592 (9.7% of budget)
Arrest030,G_shot2_action,30.0,,8642,252,1,1666,2592,1.0,0.3079231692677071,0.19791666666666666,floor=504/2592 (19.4% of budget)
Arrest030,H_shot1_mid,30.0,,8642,252,1,1666,2592,1.0,0.2995198079231693,0.19251543209876543,floor=252/2592 (9.7% of budget)
Arrest030,I_shot2_mid,30.0,,8642,252,1,1666,2592,1.0,0.3013205282112845,0.19367283950617284,floor=504/2592 (19.4% of budget)
Arrest039,A_production,10.4073,,15835,431,1,3121,1648,1.0,0.10445370073694328,0.19781553398058252,natural retention
Arrest039,C_uniform,5.0,,15835,431,1,3121,791,1.0,0.049983979493752,0.1972187104930468,
Arrest039,D_random,5.0,0,15835,431,1,3121,791,1.0,0.050304389618711955,0.19848293299620734,
Arrest039,D_random,5.0,1,15835,431,1,3121,791,1.0,0.04742069849407241,0.18710493046776233,
Arrest039,D_random,5.0,2,15835,431,1,3121,791,1.0,0.05094520986863185,0.20101137800252844,
Arrest039,D_random,5.0,3,15835,431,1,3121,791,1.0,0.051906440243511695,0.20480404551201012,
Arrest039,D_random,5.0,4,15835,431,1,3121,791,1.0,0.0506247997436719,0.1997471554993679,
Arrest039,E_action_topk,5.0,,15835,431,1,3121,791,1.0,0.011214354373598205,0.04424778761061947,R0 codec anchor at matched budget
Arrest039,F_shot1_action,5.0,,15835,431,1,3121,791,1.0,0.040051265619993594,0.15802781289506954,floor=431/791 (54.5% of budget)
Arrest039,G_shot2_action,5.0,,15835,431,1,3121,791,1.0,0.039410445370073696,0.1554993678887484,floor=791/791 (100.0% of budget)
Arrest039,H_shot1_mid,5.0,,15835,431,1,3121,791,1.0,0.04966356936879206,0.1959544879898862,floor=431/791 (54.5% of budget)
Arrest039,I_shot2_mid,5.0,,15835,431,1,3121,791,1.0,0.040051265619993594,0.15802781289506954,floor=791/791 (100.0% of budget)
Arrest039,C_uniform,10.0,,15835,431,1,3121,1583,1.0,0.099967958987504,0.19709412507896398,
Arrest039,D_random,10.0,0,15835,431,1,3121,1583,1.0,0.09772508811278437,0.19267214150347442,
Arrest039,D_random,10.0,1,15835,431,1,3121,1583,1.0,0.09388016661326498,0.18509159823120658,
Arrest039,D_random,10.0,2,15835,431,1,3121,1583,1.0,0.10733739186158282,0.21162349968414404,
Arrest039,D_random,10.0,3,15835,431,1,3121,1583,1.0,0.1012495994873438,0.1996209728363866,
Arrest039,D_random,10.0,4,15835,431,1,3121,1583,1.0,0.1012495994873438,0.1996209728363866,
Arrest039,E_action_topk,10.0,,15835,431,1,3121,1583,1.0,0.04293495674463313,0.08464939987365762,R0 codec anchor at matched budget
Arrest039,F_shot1_action,10.0,,15835,431,1,3121,1583,1.0,0.08651073373918616,0.17056222362602652,floor=431/1583 (27.2% of budget)
Arrest039,G_shot2_action,10.0,,15835,431,1,3121,1583,1.0,0.0881127843639859,0.1737207833228048,floor=862/1583 (54.5% of budget)
Arrest039,H_shot1_mid,10.0,,15835,431,1,3121,1583,1.0,0.09772508811278437,0.19267214150347442,floor=431/1583 (27.2% of budget)
Arrest039,I_shot2_mid,10.0,,15835,431,1,3121,1583,1.0,0.09644344761294457,0.1901452937460518,floor=862/1583 (54.5% of budget)
Arrest039,C_uniform,10.5,,15835,431,1,3121,1662,1.0,0.10509452098686319,0.197352587244284,
Arrest039,D_random,10.5,0,15835,431,1,3121,1662,1.0,0.1018904197372637,0.19133574007220217,
Arrest039,D_random,10.5,1,15835,431,1,3121,1662,1.0,0.09868631848766421,0.18531889290012032,
Arrest039,D_random,10.5,2,15835,431,1,3121,1662,1.0,0.11150272348606216,0.20938628158844766,
Arrest039,D_random,10.5,3,15835,431,1,3121,1662,1.0,0.10765780198654278,0.20216606498194944,
Arrest039,D_random,10.5,4,15835,431,1,3121,1662,1.0,0.10477411086190323,0.1967509025270758,
Arrest039,E_action_topk,10.5,,15835,431,1,3121,1662,1.0,0.04549823774431272,0.08543922984356198,R0 codec anchor at matched budget
Arrest039,F_shot1_action,10.5,,15835,431,1,3121,1662,1.0,0.09035565523870555,0.16967509025270758,floor=431/1662 (25.9% of budget)
Arrest039,G_shot2_action,10.5,,15835,431,1,3121,1662,1.0,0.09163729573854534,0.17208182912154033,floor=862/1662 (51.9% of budget)
Arrest039,H_shot1_mid,10.5,,15835,431,1,3121,1662,1.0,0.10413329061198334,0.19554753309265946,floor=431/1662 (25.9% of budget)
Arrest039,I_shot2_mid,10.5,,15835,431,1,3121,1662,1.0,0.1018904197372637,0.19133574007220217,floor=862/1662 (51.9% of budget)
Arrest039,C_uniform,20.0,,15835,431,1,3121,3167,1.0,0.199935917975008,0.19703189137985475,
Arrest039,D_random,20.0,0,15835,431,1,3121,3167,1.0,0.20281960909964755,0.19987369750552572,
Arrest039,D_random,20.0,1,15835,431,1,3121,3167,1.0,0.19512976610060878,0.19229554783706979,
Arrest039,D_random,20.0,2,15835,431,1,3121,3167,1.0,0.20025632809996796,0.19734764761604043,
Arrest039,D_random,20.0,3,15835,431,1,3121,3167,1.0,0.20153796859980774,0.19861067256078307,
Arrest039,D_random,20.0,4,15835,431,1,3121,3167,1.0,0.19577058635052869,0.19292706030944112,
Arrest039,E_action_topk,20.0,,15835,431,1,3121,3167,1.0,0.07785966036526754,0.07672876539311652,R0 codec anchor at matched budget
Arrest039,F_shot1_action,20.0,,15835,431,1,3121,3167,1.0,0.17334187760333228,0.1708241237764446,floor=431/3167 (13.6% of budget)
Arrest039,G_shot2_action,20.0,,15835,431,1,3121,3167,1.0,0.17654597885293175,0.17398168613830123,floor=862/3167 (27.2% of budget)
Arrest039,H_shot1_mid,20.0,,15835,431,1,3121,3167,1.0,0.19801345722524832,0.19513735396274076,floor=431/3167 (13.6% of budget)
Arrest039,I_shot2_mid,20.0,,15835,431,1,3121,3167,1.0,0.19801345722524832,0.19513735396274076,floor=862/3167 (27.2% of budget)
Arrest039,C_uniform,30.0,,15835,431,1,3121,4750,1.0,0.29990387696251203,0.19705263157894737,
Arrest039,D_random,30.0,0,15835,431,1,3121,4750,1.0,0.2957385453380327,0.19431578947368422,
Arrest039,D_random,30.0,1,15835,431,1,3121,4750,1.0,0.2906119833386735,0.19094736842105264,
Arrest039,D_random,30.0,2,15835,431,1,3121,4750,1.0,0.29894264658763214,0.19642105263157894,
Arrest039,D_random,30.0,3,15835,431,1,3121,4750,1.0,0.30278756808715157,0.19894736842105262,
Arrest039,D_random,30.0,4,15835,431,1,3121,4750,1.0,0.29413649471323294,0.19326315789473683,
Arrest039,E_action_topk,30.0,,15835,431,1,3121,4750,1.0,0.1544376802306953,0.10147368421052631,R0 codec anchor at matched budget
Arrest039,F_shot1_action,30.0,,15835,431,1,3121,4750,1.0,0.2592117910925985,0.1703157894736842,floor=431/4750 (9.1% of budget)
Arrest039,G_shot2_action,30.0,,15835,431,1,3121,4750,1.0,0.2598526113425184,0.17073684210526316,floor=862/4750 (18.1% of budget)
Arrest039,H_shot1_mid,30.0,,15835,431,1,3121,4750,1.0,0.2986222364626722,0.19621052631578947,floor=431/4750 (9.1% of budget)
Arrest039,I_shot2_mid,30.0,,15835,431,1,3121,4750,1.0,0.2976610060877924,0.19557894736842105,floor=862/4750 (18.1% of budget)
Arson007,A_production,10.4287,,6252,100,1,3451,652,1.0,0.1046073601854535,0.553680981595092,natural retention
Arson007,C_uniform,5.0,,6252,100,1,3451,312,1.0,0.049840625905534626,0.5512820512820513,
Arson007,D_random,5.0,0,6252,100,1,3451,312,1.0,0.05186902347145755,0.5737179487179487,
Arson007,D_random,5.0,1,6252,100,1,3451,312,1.0,0.05331787887568821,0.5897435897435898,
Arson007,D_random,5.0,2,6252,100,1,3451,312,1.0,0.05244856563314981,0.5801282051282052,
Arson007,D_random,5.0,3,6252,100,1,3451,312,1.0,0.05013039698638076,0.5544871794871795,
Arson007,D_random,5.0,4,6252,100,1,3451,312,1.0,0.049550854824688496,0.5480769230769231,
Arson007,E_action_topk,5.0,,6252,100,1,3451,312,1.0,0.07418139669660968,0.8205128205128205,R0 codec anchor at matched budget
Arson007,F_shot1_action,5.0,,6252,100,1,3451,312,1.0,0.04607360185453492,0.5096153846153846,floor=100/312 (32.1% of budget)
Arson007,G_shot2_action,5.0,,6252,100,1,3451,312,1.0,0.043465662126919734,0.4807692307692308,floor=200/312 (64.1% of budget)
Arson007,H_shot1_mid,5.0,,6252,100,1,3451,312,1.0,0.047232686177919446,0.5224358974358975,floor=100/312 (32.1% of budget)
Arson007,I_shot2_mid,5.0,,6252,100,1,3451,312,1.0,0.04259634888438134,0.47115384615384615,floor=200/312 (64.1% of budget)
Arson007,C_uniform,10.0,,6252,100,1,3451,625,1.0,0.09997102289191538,0.552,
Arson007,D_random,10.0,0,6252,100,1,3451,625,1.0,0.10315850478122283,0.5696,
Arson007,D_random,10.0,1,6252,100,1,3451,625,1.0,0.10170964937699217,0.5616,
Arson007,D_random,10.0,2,6252,100,1,3451,625,1.0,0.09968125181106925,0.5504,
Arson007,D_random,10.0,3,6252,100,1,3451,625,1.0,0.10315850478122283,0.5696,
Arson007,D_random,10.0,4,6252,100,1,3451,625,1.0,0.09910170964937699,0.5472,
Arson007,E_action_topk,10.0,,6252,100,1,3451,625,1.0,0.15386844392929586,0.8496,R0 codec anchor at matched budget
Arson007,F_shot1_action,10.0,,6252,100,1,3451,625,1.0,0.09156766154737757,0.5056,floor=100/625 (16.0% of budget)
Arson007,G_shot2_action,10.0,,6252,100,1,3451,625,1.0,0.09040857722399305,0.4992,floor=200/625 (32.0% of budget)
Arson007,H_shot1_mid,10.0,,6252,100,1,3451,625,1.0,0.09678354100260794,0.5344,floor=100/625 (16.0% of budget)
Arson007,I_shot2_mid,10.0,,6252,100,1,3451,625,1.0,0.09359605911330049,0.5168,floor=200/625 (32.0% of budget)
Arson007,C_uniform,10.5,,6252,100,1,3451,656,1.0,0.10489713126629963,0.551829268292683,
Arson007,D_random,10.5,0,6252,100,1,3451,656,1.0,0.11040278180237613,0.5807926829268293,
Arson007,D_random,10.5,1,6252,100,1,3451,656,1.0,0.10576644450883801,0.5564024390243902,
Arson007,D_random,10.5,2,6252,100,1,3451,656,1.0,0.10489713126629963,0.551829268292683,
Arson007,D_random,10.5,3,6252,100,1,3451,656,1.0,0.10605621558968414,0.5579268292682927,
Arson007,D_random,10.5,4,6252,100,1,3451,656,1.0,0.10431758910460737,0.5487804878048781,
Arson007,E_action_topk,10.5,,6252,100,1,3451,656,1.0,0.16285134743552593,0.8567073170731707,R0 codec anchor at matched budget
Arson007,F_shot1_action,10.5,,6252,100,1,3451,656,1.0,0.09591422776006954,0.5045731707317073,floor=100/656 (15.2% of budget)
Arson007,G_shot2_action,10.5,,6252,100,1,3451,656,1.0,0.09243697478991597,0.48628048780487804,floor=200/656 (30.5% of budget)
Arson007,H_shot1_mid,10.5,,6252,100,1,3451,656,1.0,0.1019994204578383,0.5365853658536586,floor=100/656 (15.2% of budget)
Arson007,I_shot2_mid,10.5,,6252,100,1,3451,656,1.0,0.09939148073022312,0.5228658536585366,floor=200/656 (30.5% of budget)
Arson007,C_uniform,20.0,,6252,100,1,3451,1250,1.0,0.19994204578383076,0.552,
Arson007,D_random,20.0,0,6252,100,1,3451,1250,1.0,0.20689655172413793,0.5712,
Arson007,D_random,20.0,1,6252,100,1,3451,1250,1.0,0.2039988409156766,0.5632,
Arson007,D_random,20.0,2,6252,100,1,3451,1250,1.0,0.20081135902636918,0.5544,
Arson007,D_random,20.0,3,6252,100,1,3451,1250,1.0,0.19762387713706173,0.5456,
Arson007,D_random,20.0,4,6252,100,1,3451,1250,1.0,0.2011011301072153,0.5552,
Arson007,E_action_topk,20.0,,6252,100,1,3451,1250,1.0,0.33497536945812806,0.9248,R0 codec anchor at matched budget
Arson007,F_shot1_action,20.0,,6252,100,1,3451,1250,1.0,0.18893074471167778,0.5216,floor=100/1250 (8.0% of budget)
Arson007,G_shot2_action,20.0,,6252,100,1,3451,1250,1.0,0.18661257606490872,0.5152,floor=200/1250 (16.0% of budget)
Arson007,H_shot1_mid,20.0,,6252,100,1,3451,1250,1.0,0.19704433497536947,0.544,floor=100/1250 (8.0% of budget)
Arson007,I_shot2_mid,20.0,,6252,100,1,3451,1250,1.0,0.19385685308606201,0.5352,floor=200/1250 (16.0% of budget)
Arson007,C_uniform,30.0,,6252,100,1,3451,1875,1.0,0.29962329759490003,0.5514666666666667,
Arson007,D_random,30.0,0,6252,100,1,3451,1875,1.0,0.31092436974789917,0.5722666666666667,
Arson007,D_random,30.0,1,6252,100,1,3451,1875,1.0,0.2909301651695161,0.5354666666666666,
Arson007,D_random,30.0,2,6252,100,1,3451,1875,1.0,0.2999130686757462,0.552,
Arson007,D_random,30.0,3,6252,100,1,3451,1875,1.0,0.292958562735439,0.5392,
Arson007,D_random,30.0,4,6252,100,1,3451,1875,1.0,0.29933352651405387,0.5509333333333334,
Arson007,E_action_topk,30.0,,6252,100,1,3451,1875,1.0,0.5105766444508838,0.9397333333333333,R0 codec anchor at matched budget
Arson007,F_shot1_action,30.0,,6252,100,1,3451,1875,1.0,0.2813677195015937,0.5178666666666667,floor=100/1875 (5.3% of budget)
Arson007,G_shot2_action,30.0,,6252,100,1,3451,1875,1.0,0.28049840625905537,0.5162666666666667,floor=200/1875 (10.7% of budget)
Arson007,H_shot1_mid,30.0,,6252,100,1,3451,1875,1.0,0.29672558678643873,0.5461333333333334,floor=100/1875 (5.3% of budget)
Arson007,I_shot2_mid,30.0,,6252,100,1,3451,1875,1.0,0.2938278759779774,0.5408,floor=200/1875 (10.7% of budget)
Arson009,A_production,11.0363,,743,27,1,96,82,1.0,0.125,0.14634146341463414,natural retention
Arson009,C_uniform,5.0,,743,27,1,96,37,1.0,0.052083333333333336,0.13513513513513514,
Arson009,D_random,5.0,0,743,27,1,96,37,1.0,0.010416666666666666,0.02702702702702703,
Arson009,D_random,5.0,1,743,27,1,96,37,1.0,0.0625,0.16216216216216217,
Arson009,D_random,5.0,2,743,27,1,96,37,1.0,0.052083333333333336,0.13513513513513514,
Arson009,D_random,5.0,3,743,27,1,96,37,1.0,0.0625,0.16216216216216217,
Arson009,D_random,5.0,4,743,27,1,96,37,1.0,0.041666666666666664,0.10810810810810811,
Arson009,E_action_topk,5.0,,743,27,1,96,37,1.0,0.23958333333333334,0.6216216216216216,R0 codec anchor at matched budget
Arson009,F_shot1_action,5.0,,743,27,1,96,37,1.0,0.03125,0.08108108108108109,floor=27/37 (73.0% of budget)
Arson009,G_shot2_action,5.0,,743,27,1,96,37,1.0,0.03125,0.08108108108108109,floor=37/37 (100.0% of budget)
Arson009,H_shot1_mid,5.0,,743,27,1,96,37,1.0,0.052083333333333336,0.13513513513513514,floor=27/37 (73.0% of budget)
Arson009,I_shot2_mid,5.0,,743,27,1,96,37,1.0,0.041666666666666664,0.10810810810810811,floor=37/37 (100.0% of budget)
Arson009,C_uniform,10.0,,743,27,1,96,74,1.0,0.10416666666666667,0.13513513513513514,
Arson009,D_random,10.0,0,743,27,1,96,74,1.0,0.09375,0.12162162162162163,
Arson009,D_random,10.0,1,743,27,1,96,74,1.0,0.10416666666666667,0.13513513513513514,
Arson009,D_random,10.0,2,743,27,1,96,74,1.0,0.11458333333333333,0.14864864864864866,
Arson009,D_random,10.0,3,743,27,1,96,74,1.0,0.08333333333333333,0.10810810810810811,
Arson009,D_random,10.0,4,743,27,1,96,74,1.0,0.08333333333333333,0.10810810810810811,
Arson009,E_action_topk,10.0,,743,27,1,96,74,1.0,0.34375,0.44594594594594594,R0 codec anchor at matched budget
Arson009,F_shot1_action,10.0,,743,27,1,96,74,1.0,0.0625,0.08108108108108109,floor=27/74 (36.5% of budget)
Arson009,G_shot2_action,10.0,,743,27,1,96,74,1.0,0.0625,0.08108108108108109,floor=54/74 (73.0% of budget)
Arson009,H_shot1_mid,10.0,,743,27,1,96,74,1.0,0.08333333333333333,0.10810810810810811,floor=27/74 (36.5% of budget)
Arson009,I_shot2_mid,10.0,,743,27,1,96,74,1.0,0.07291666666666667,0.0945945945945946,floor=54/74 (73.0% of budget)
Arson009,C_uniform,10.5,,743,27,1,96,78,1.0,0.10416666666666667,0.1282051282051282,
Arson009,D_random,10.5,0,743,27,1,96,78,1.0,0.09375,0.11538461538461539,
Arson009,D_random,10.5,1,743,27,1,96,78,1.0,0.11458333333333333,0.14102564102564102,
Arson009,D_random,10.5,2,743,27,1,96,78,1.0,0.11458333333333333,0.14102564102564102,
Arson009,D_random,10.5,3,743,27,1,96,78,1.0,0.09375,0.11538461538461539,
Arson009,D_random,10.5,4,743,27,1,96,78,1.0,0.08333333333333333,0.10256410256410256,
