video_id,qid,question_type,question_family,gold_span_length_s,span_bucket,survived,total_frames,survivor_count,retention_pct
5549243726,8,CH,causal,3.4,long,True,527,71,13.472
2405940242,8,TN,temporal,2.4,short,True,415,57,13.735
5735711594,0,CW,causal,12.6,long,True,589,79,13.413
2584172238,2,CW,causal,2.5,short,True,719,96,13.352
10607095936,10,TN,temporal,4.2,long,True,1080,126,11.667
2495861393,1,CW,causal,3.0,long,True,1499,201,13.409
2401167740,2,TN,temporal,2.4,short,True,390,53,13.59
3524939594,5,CW,causal,2.8,long,True,436,59,13.532
4443526735,5,CW,causal,3.1,long,True,472,64,13.559
4698622422,9,CH,causal,6.2,long,True,1252,169,13.498
4857781123,5,TN,temporal,9.1,long,True,1101,147,13.351
7531285946,4,CH,causal,5.3,long,True,1170,162,13.846
4765564263,4,CH,causal,1.7,short,True,420,56,13.333
3972259774,5,TC,temporal,3.5,long,True,1063,143,13.452
5256928210,8,TC,temporal,10.6,long,True,606,82,13.531
10001787725,5,CH,causal,4.6,long,True,1021,121,11.851
7453733046,14,TC,temporal,0.6,short,True,992,134,13.508
4762946272,6,TN,temporal,3.8,long,True,647,87,13.447
3151715056,5,CW,causal,2.3,short,True,1895,254,13.404
4219909195,1,TN,temporal,4.6,long,True,1003,136,13.559
8797589693,3,CW,causal,4.1,long,True,2699,289,10.708
2726497009,9,CW,causal,3.3,long,True,1575,211,13.397
3192668394,5,TC,temporal,9.3,long,True,2079,278,13.372
3943634344,0,CW,causal,16.8,long,True,629,84,13.355
3655906094,4,CW,causal,3.1,long,True,563,76,13.499
2400171624,0,CW,causal,5.6,long,True,996,135,13.554
3508459605,1,CW,causal,3.1,long,True,2609,348,13.338
3963997053,6,CW,causal,0.5,short,True,573,78,13.613
6895608152,2,CW,causal,11.9,long,True,2178,291,13.361
5017166671,8,TN,temporal,5.3,long,True,2697,360,13.348
8797589693,0,CW,causal,6.4,long,True,2699,289,10.708
12392885583,11,CH,causal,8.7,long,True,929,110,11.841
7223854838,7,CH,causal,4.7,long,True,413,56,13.559
4378803532,11,CW,causal,19.7,long,True,1310,175,13.359
8224504302,8,TN,temporal,3.7,long,True,1290,172,13.333
8505893258,2,CH,causal,7.7,long,True,888,119,13.401
3530231811,3,CW,causal,4.1,long,True,2697,361,13.385
5667931404,1,CW,causal,9.3,long,True,335,46,13.731
3974684583,3,CW,causal,12.2,long,True,735,99,13.469
5235909148,5,TN,temporal,2.1,short,True,354,48,13.559
4942054721,5,TC,temporal,1.9,short,True,645,87,13.488
3508459605,5,TN,temporal,3.2,long,True,2609,348,13.338
2535384528,9,TN,temporal,0.9,short,True,378,51,13.492
5056964274,0,TC,temporal,5.6,long,True,924,125,13.528
6078524411,3,CW,causal,8.1,long,True,2512,336,13.376
5445581571,8,CW,causal,4.9,long,True,964,130,13.485
2736413196,7,TN,temporal,5.4,long,True,1617,217,13.42
3508459605,12,TC,temporal,3.6,long,True,2609,348,13.338
2796821016,6,TN,temporal,6.0,long,True,1851,249,13.452
3555755537,2,TN,temporal,24.4,long,True,1599,214,13.383
3388598772,2,CW,causal,7.3,long,True,335,46,13.731
2623954636,6,CH,causal,1.9,short,True,931,127,13.641
6078524411,1,CW,causal,13.1,long,True,2512,336,13.376
13919236672,1,CW,causal,7.2,long,True,3924,467,11.901
4984331176,4,CW,causal,2.8,long,True,300,40,13.333
3981865268,4,TC,temporal,6.1,long,True,1109,148,13.345
3804148568,5,CW,causal,3.9,long,True,2697,360,13.348
4915733559,4,CH,causal,1.0,short,True,1069,143,13.377
6690256857,6,CH,causal,5.2,long,True,344,47,13.663
4925211209,6,TP,temporal,7.4,long,True,768,103,13.411
7999756100,3,CW,causal,1.9,short,True,618,83,13.43
7786283208,7,CW,causal,2.0,short,True,636,86,13.522
2679328607,4,CW,causal,5.5,long,True,1047,141,13.467
4564478328,8,TC,temporal,3.7,long,True,1410,188,13.333
10042935613,0,TN,temporal,6.5,long,True,1710,200,11.696
2736413196,8,TN,temporal,12.0,long,True,1617,217,13.42
8388104887,1,CW,causal,2.2,short,True,1233,178,14.436
3112351937,5,CW,causal,7.0,long,True,448,60,13.393
6879924118,1,CW,causal,9.5,long,True,488,67,13.73
4127497265,8,CW,causal,4.7,long,True,895,120,13.408
6727904179,5,TN,temporal,3.8,long,True,962,130,13.514
4564478328,0,CH,causal,11.7,long,True,1410,188,13.333
6413546609,2,CW,causal,1.1,short,True,1415,190,13.428
8330342965,5,TN,temporal,3.7,long,True,1313,176,13.404
4217422838,3,CH,causal,28.2,long,True,1261,169,13.402
4123915842,6,TN,temporal,11.0,long,True,750,100,13.333
2871995580,7,TC,temporal,9.4,long,True,2697,361,13.385
2454242177,5,CW,causal,15.3,long,True,1574,212,13.469
7331927796,1,TN,temporal,2.4,short,True,519,70,13.487
2990321092,8,TN,temporal,4.4,long,True,633,86,13.586
5070310138,0,TC,temporal,3.5,long,True,1603,216,13.475
8225502382,1,CW,causal,3.4,long,True,1468,196,13.351
4024008346,2,CH,causal,2.5,short,True,588,79,13.435
9612838272,2,TN,temporal,3.1,long,True,453,54,11.921
2623954636,1,CW,causal,4.4,long,True,931,127,13.641
8253302563,4,TN,temporal,4.4,long,True,1056,142,13.447
8811725760,7,CH,causal,6.5,long,True,631,66,10.46
6592821115,13,TC,temporal,3.4,long,True,1800,253,14.056
5133787349,4,TN,temporal,2.9,long,True,363,50,13.774
5433090067,1,CW,causal,7.7,long,True,607,90,14.827
8318310610,7,TN,temporal,4.1,long,True,663,90,13.575
5735711594,7,TC,temporal,18.8,long,True,589,79,13.413
8224504302,7,TN,temporal,3.9,long,True,1290,172,13.333
5333075105,2,CH,causal,35.4,long,True,1168,156,13.356
14003541505,7,CW,causal,2.4,short,True,507,64,12.623
5913180144,1,TC,temporal,3.0,long,True,1191,159,13.35
6031805098,0,CW,causal,8.2,long,True,1368,185,13.523
5623068492,6,TN,temporal,4.3,long,True,2375,319,13.432
3145698830,6,CH,causal,5.6,long,True,1763,236,13.386
2957808913,4,CW,causal,6.5,long,True,598,80,13.378
6244675392,9,TN,temporal,6.0,long,True,900,120,13.333
6201488511,3,CW,causal,11.8,long,True,2575,345,13.398
5349766264,11,TN,temporal,3.3,long,True,1884,252,13.376
6183104292,0,CW,causal,3.7,long,True,593,95,16.02
8107573462,0,CW,causal,1.8,short,True,406,55,13.547
10607095936,5,TN,temporal,3.2,long,True,1080,126,11.667
3171006258,7,CH,causal,3.7,long,True,1099,147,13.376
11966080214,4,CW,causal,3.9,long,True,1531,198,12.933
11681746823,3,CW,causal,5.8,long,True,608,72,11.842
4671452046,6,TC,temporal,2.3,short,True,1306,175,13.4
5766018720,1,CW,causal,59.7,long,True,1830,244,13.333
5445581571,1,CW,causal,16.6,long,True,964,130,13.485
4765564263,8,TN,temporal,1.9,short,True,420,56,13.333
7331927796,2,TC,temporal,12.7,long,True,519,70,13.487
9217939684,10,TN,temporal,3.7,long,True,1660,175,10.542
4444192938,5,TN,temporal,3.5,long,True,866,116,13.395
11566980553,1,CW,causal,5.0,long,True,1721,228,13.248
8495272210,7,CH,causal,4.1,long,True,630,84,13.333
13569831214,8,TN,temporal,2.1,short,True,1664,199,11.959
6297019062,1,CW,causal,3.9,long,True,1746,234,13.402
3960291106,4,CW,causal,3.3,long,True,1428,191,13.375
3508459605,4,TN,temporal,3.2,long,True,2609,348,13.338
5945172741,1,TC,temporal,1.9,short,True,1593,214,13.434
3164519967,1,CW,causal,11.1,long,True,1090,146,13.394
2454242177,4,CH,causal,14.8,long,True,1574,212,13.469
8080432373,2,CW,causal,5.6,long,True,2697,360,13.348
3869005094,3,TP,temporal,2.2,short,True,300,40,13.333
4217422838,2,TC,temporal,1.9,short,True,1261,169,13.402
4542882771,6,TN,temporal,9.9,long,True,866,116,13.395
2573424030,0,CW,causal,2.8,long,True,1470,197,13.401
5056964274,6,CW,causal,2.3,short,True,924,125,13.528
8330342965,3,CW,causal,5.3,long,True,1313,176,13.404
8557532213,2,TN,temporal,4.1,long,True,379,51,13.456
3741143820,5,CW,causal,2.9,long,True,332,46,13.855
3821781616,4,TN,temporal,5.6,long,True,745,100,13.423
4765717907,4,CH,causal,4.0,long,True,1180,159,13.475
3155382178,9,TC,temporal,1.5,short,True,858,115,13.403
4968805923,4,CH,causal,2.7,long,True,313,43,13.738
2726497009,6,CW,causal,12.2,long,True,1575,211,13.397
6244382586,6,CH,causal,3.5,long,True,619,83,13.409
4955723618,6,TP,temporal,3.9,long,True,1831,245,13.381
4272084125,4,CW,causal,3.9,long,True,732,99,13.525
5875535585,5,TN,temporal,10.8,long,True,2291,306,13.357
5296635780,2,CW,causal,6.1,long,True,652,88,13.497
4036955771,1,TC,temporal,7.5,long,True,2697,360,13.348
4272084125,7,CH,causal,3.8,long,True,732,99,13.525
7531285946,2,CW,causal,10.8,long,True,1170,162,13.846
2977504625,3,CW,causal,0.9,short,True,384,52,13.542
11503803033,1,CW,causal,4.2,long,True,623,74,11.878
4103088549,1,CW,causal,3.5,long,True,485,67,13.814
3063380173,4,TC,temporal,7.3,long,True,515,71,13.786
7416295940,9,CH,causal,32.6,long,True,2388,351,14.698
3105728894,2,CW,causal,1.9,short,True,1512,203,13.426
6233408665,0,CW,causal,35.1,long,True,2246,300,13.357
4968805923,8,TC,temporal,3.2,long,True,313,43,13.738
2495861393,10,CW,causal,2.3,short,True,1499,201,13.409
5902452647,6,TC,temporal,1.7,short,True,812,110,13.547
3557498300,3,CW,causal,2.1,short,True,849,114,13.428
4774302357,6,CW,causal,3.7,long,True,450,60,13.333
7987845241,4,TC,temporal,25.2,long,True,1511,202,13.369
2973331780,5,CW,causal,10.9,long,True,1015,136,13.399
3814690167,0,CW,causal,5.0,long,True,453,62,13.687
6265968082,2,CW,causal,6.2,long,True,1275,171,13.412
3380344744,5,CW,causal,7.5,long,True,1485,199,13.401
3359075894,3,CW,causal,2.3,short,True,414,56,13.527
5735711594,4,TC,temporal,12.7,long,True,589,79,13.413
5561024834,6,TN,temporal,3.7,long,True,947,127,13.411
5116088152,6,TN,temporal,4.0,long,True,1205,162,13.444
3078294001,5,TN,temporal,3.8,long,True,335,46,13.731
4485707628,7,TN,temporal,16.5,long,True,1933,259,13.399
6291413193,3,CW,causal,1.3,short,True,1980,264,13.333
8107573462,11,CW,causal,6.8,long,True,406,55,13.547
6253433310,7,TN,temporal,3.2,long,True,680,91,13.382
3155382178,2,CW,causal,1.2,short,True,858,115,13.403
5533380417,0,CW,causal,13.0,long,True,403,56,13.896
4978714491,5,CW,causal,1.4,short,True,1200,160,13.333
4024008346,4,CW,causal,1.1,short,True,588,79,13.435
4333544549,1,CW,causal,7.6,long,True,1065,143,13.427
14003541505,9,CH,causal,3.0,long,True,507,64,12.623
5561024834,10,CH,causal,3.4,long,True,947,127,13.411
4896969617,7,TN,temporal,2.2,short,True,350,47,13.429
4006608424,3,CH,causal,3.1,long,True,2697,360,13.348
5803861992,1,CH,causal,34.1,long,True,2145,290,13.52
5235909148,1,CH,causal,11.4,long,True,354,48,13.559
8594314852,6,CW,causal,2.0,short,True,377,51,13.528
3376544720,9,CH,causal,29.0,long,True,2158,288,13.346
4217422838,9,CW,causal,4.9,long,True,1261,169,13.402
4896969617,1,CH,causal,7.8,long,True,350,47,13.429
5549243726,2,TC,temporal,3.0,long,True,527,71,13.472
4419096437,7,TN,temporal,33.2,long,True,1584,212,13.384
3375218204,3,CW,causal,15.7,long,True,2241,299,13.342
3830567237,4,CH,causal,19.2,long,True,716,96,13.408
9088819598,3,TN,temporal,5.5,long,True,670,70,10.448
7453733046,6,TN,temporal,2.7,long,True,992,134,13.508
4925211209,4,CW,causal,3.5,long,True,768,103,13.411
8277866423,5,TN,temporal,13.2,long,True,829,111,13.39
4671452046,12,CW,causal,6.4,long,True,1306,175,13.4
6762389913,1,CW,causal,8.8,long,True,1371,183,13.348
4765717907,2,TN,temporal,5.0,long,True,1180,159,13.475
2782658657,7,TC,temporal,5.8,long,True,787,106,13.469
9408800471,7,CW,causal,4.3,long,True,1056,124,11.742
4123915842,3,TN,temporal,4.1,long,True,750,100,13.333
2793806282,4,CH,causal,6.3,long,True,1925,259,13.455
3804148568,4,CW,causal,63.9,long,True,2697,360,13.348
3445431963,3,CW,causal,2.3,short,True,1276,171,13.401
10030609934,10,CH,causal,6.3,long,True,1680,198,11.786
8241491518,9,CH,causal,2.4,short,True,891,124,13.917
3376544720,1,CW,causal,9.7,long,True,2158,288,13.346
4671452046,2,CW,causal,3.4,long,True,1306,175,13.4
2793260225,0,TC,temporal,10.4,long,True,558,77,13.799
12682618843,2,TN,temporal,12.2,long,True,1458,172,11.797
3026084730,12,CH,causal,3.0,long,True,2205,295,13.379
6762389913,7,TC,temporal,2.9,long,True,1371,183,13.348
2821788355,6,TN,temporal,6.4,long,True,765,103,13.464
2977504625,7,TN,temporal,2.7,long,True,384,52,13.542
4219909195,6,CW,causal,11.5,long,True,1003,136,13.559
5429688959,1,CW,causal,44.6,long,True,2490,333,13.373
8024853715,2,CW,causal,12.1,long,True,486,66,13.58
9088819598,2,CH,causal,8.8,long,True,670,70,10.448
6037747123,2,CW,causal,8.8,long,True,919,123,13.384
8211075660,3,CW,causal,3.8,long,True,1621,217,13.387
4264435046,3,TC,temporal,9.9,long,True,566,76,13.428
4420239986,6,CH,causal,19.5,long,True,669,90,13.453
5133787349,3,CH,causal,3.1,long,True,363,50,13.774
4249756405,6,CW,causal,6.7,long,True,774,104,13.437
4815534482,0,CW,causal,1.7,short,True,2250,300,13.333
2435100235,9,CW,causal,3.9,long,True,1906,256,13.431
2930782930,9,CW,causal,4.3,long,True,939,126,13.419
3861485381,3,TC,temporal,9.4,long,True,2686,359,13.366
4925211209,3,CW,causal,6.2,long,True,768,103,13.411
3974684583,5,CW,causal,8.7,long,True,735,99,13.469
3340340268,1,CW,causal,15.4,long,True,1289,172,13.344
3233088823,8,CH,causal,3.3,long,True,462,63,13.636
12682618843,5,TC,temporal,5.3,long,True,1458,172,11.797
7442562474,1,CH,causal,11.5,long,True,598,80,13.378
4603484665,2,CW,causal,2.3,short,True,1045,140,13.397
3261079025,1,CH,causal,6.8,long,True,553,75,13.562
6727904179,1,CW,causal,1.4,short,True,962,130,13.514
6898821807,0,CW,causal,4.3,long,True,585,79,13.504
5498331490,2,CW,causal,27.3,long,True,2160,288,13.333
3429509208,0,CW,causal,9.5,long,True,374,51,13.636
5879651428,2,CW,causal,1.4,short,True,2697,360,13.348
5913180144,7,CH,causal,4.0,long,True,1191,159,13.35
4419096437,9,TN,temporal,9.4,long,True,1584,212,13.384
2712662377,3,TN,temporal,2.9,long,True,1048,140,13.359
4189100053,1,CW,causal,3.5,long,True,874,118,13.501
6329954198,3,CW,causal,2.0,short,True,692,94,13.584
6031805098,6,CW,causal,3.5,long,True,1368,185,13.523
7364407194,3,TP,temporal,0.7,short,True,312,43,13.782
3376544720,4,CW,causal,3.1,long,True,2158,288,13.346
3508459605,9,TN,temporal,5.9,long,True,2609,348,13.338
3508459605,10,CH,causal,4.7,long,True,2609,348,13.338
6516459343,7,TN,temporal,4.4,long,True,2697,362,13.422
3429509208,11,CW,causal,2.4,short,True,374,51,13.636
8132842161,5,CW,causal,1.6,short,True,1105,148,13.394
6898821807,3,CW,causal,3.6,long,True,585,79,13.504
5504913999,8,CH,causal,23.5,long,True,1475,199,13.492
2932897373,1,CW,causal,7.4,long,True,558,77,13.799
8064178441,3,CW,causal,8.8,long,True,2229,298,13.369
8783897632,0,TN,temporal,7.9,long,True,974,117,12.012
3508459605,2,CW,causal,4.9,long,True,2609,348,13.338
2973331780,2,CW,causal,4.2,long,True,1015,136,13.399
7088595057,3,CW,causal,13.4,long,True,1052,142,13.498
8318310610,6,TN,temporal,2.5,short,True,663,90,13.575
6244675392,4,CW,causal,2.2,short,True,900,120,13.333
3121571439,10,TN,temporal,3.4,long,True,1212,163,13.449
2596300565,6,TN,temporal,5.2,long,True,2415,325,13.458
3960291106,1,CW,causal,2.5,short,True,1428,191,13.375
14003541505,10,TC,temporal,2.3,short,True,507,64,12.623
5297811305,6,TN,temporal,3.7,long,True,720,96,13.333
8253302563,5,TN,temporal,3.3,long,True,1056,142,13.447
6621511673,8,CH,causal,71.8,long,True,2697,360,13.348
3846475848,7,TN,temporal,46.3,long,True,2138,287,13.424
4276006683,4,TN,temporal,3.6,long,True,799,107,13.392
13919236672,0,CW,causal,6.6,long,True,3924,467,11.901
6233408665,6,CW,causal,2.2,short,True,2246,300,13.357
5766018720,7,CW,causal,11.6,long,True,1830,244,13.333
9408800471,1,CW,causal,4.5,long,True,1056,124,11.742
3218498932,0,TC,temporal,27.1,long,True,892,120,13.453
3345608051,9,CW,causal,12.5,long,True,2250,300,13.333
6356067859,5,TN,temporal,2.6,long,True,1070,143,13.364
6239210933,6,TN,temporal,4.0,long,True,1030,138,13.398
3263908208,1,CW,causal,11.9,long,True,300,40,13.333
8495272210,10,CW,causal,8.0,long,True,630,84,13.333
8627074061,6,TC,temporal,4.9,long,True,2697,360,13.348
4518113460,8,TN,temporal,9.1,long,True,1867,250,13.39
4249756405,3,CW,causal,6.8,long,True,774,104,13.437
4485498145,2,CW,causal,3.2,long,True,496,67,13.508
3194558043,6,TN,temporal,11.0,long,True,691,93,13.459
3821781616,7,TN,temporal,3.5,long,True,745,100,13.423
5504913999,3,TN,temporal,7.3,long,True,1475,199,13.492
2925298951,3,CW,causal,1.3,short,True,398,54,13.568
4762946272,9,TN,temporal,1.3,short,True,647,87,13.447
8064178441,4,CW,causal,3.3,long,True,2229,298,13.369
11566980553,9,TN,temporal,5.8,long,True,1721,228,13.248
7223854838,4,CW,causal,0.8,short,True,413,56,13.559
5858985747,2,CW,causal,1.6,short,True,349,47,13.467
3846475848,1,CW,causal,52.8,long,True,2138,287,13.424
6300775954,7,TC,temporal,4.2,long,True,1734,232,13.379
4336654741,8,TC,temporal,4.7,long,True,2697,360,13.348
5406108447,5,TN,temporal,3.9,long,True,1337,179,13.388
4889681401,1,TC,temporal,0.6,short,True,2697,361,13.385
10607095936,7,CW,causal,2.9,long,True,1080,126,11.667
8575881495,2,TN,temporal,6.0,long,True,2000,267,13.35
3524939594,6,CW,causal,3.3,long,True,436,59,13.532
8594314852,11,TC,temporal,3.9,long,True,377,51,13.528
4970148391,0,CW,causal,4.9,long,True,732,99,13.525
2401167740,3,TP,temporal,8.8,long,True,390,53,13.59
4465235803,0,TC,temporal,15.4,long,True,1014,136,13.412
2599937944,7,TN,temporal,1.8,short,True,449,62,13.808
3429509208,10,CW,causal,8.7,long,True,374,51,13.636
8064178441,5,CH,causal,4.2,long,True,2229,298,13.369
6188449000,7,CW,causal,14.7,long,True,1350,188,13.926
4882821564,5,TN,temporal,4.2,long,True,2697,360,13.348
6183104292,4,TC,temporal,6.1,long,True,593,95,16.02
4838113006,7,TN,temporal,1.5,short,True,2697,360,13.348
8080432373,6,CH,causal,1.7,short,True,2697,360,13.348
3655906094,8,CH,causal,2.3,short,True,563,76,13.499
4838113006,2,CW,causal,4.5,long,True,2697,360,13.348
4967810888,5,CW,causal,15.6,long,True,1868,250,13.383
8313365386,0,CW,causal,2.2,short,True,318,43,13.522
10779838974,4,CW,causal,9.6,long,True,890,105,11.798
13296054183,8,CW,causal,2.0,short,True,303,37,12.211
6188449000,6,TC,temporal,68.2,long,True,1350,188,13.926
7988210561,9,TC,temporal,2.9,long,True,320,43,13.438
6097994550,1,TN,temporal,8.4,long,True,526,71,13.498
3026084730,8,TN,temporal,3.9,long,True,2205,295,13.379
5945172741,9,CW,causal,2.8,long,True,1593,214,13.434
3655906094,2,CW,causal,2.7,long,True,563,76,13.499
5679866364,8,CW,causal,9.3,long,True,750,100,13.333
11871253306,7,CW,causal,2.7,long,True,1476,173,11.721
8225502382,7,TN,temporal,1.6,short,True,1468,196,13.351
8513603944,2,TC,temporal,9.0,long,True,919,123,13.384
4825843801,3,TN,temporal,14.2,long,True,710,95,13.38
8189958994,7,TC,temporal,3.6,long,True,1869,250,13.376
4276006683,2,CW,causal,25.9,long,True,799,107,13.392
11541421563,9,CW,causal,9.4,long,True,2403,303,12.609
4485707628,1,CW,causal,9.9,long,True,1933,259,13.399
3359075894,5,TN,temporal,3.1,long,True,414,56,13.527
6806999702,7,TN,temporal,2.9,long,True,2697,360,13.348
11681746823,8,TC,temporal,6.5,long,True,608,72,11.842
4272084125,1,CW,causal,3.9,long,True,732,99,13.525
2696280239,6,TN,temporal,1.6,short,True,398,54,13.568
3158022797,6,CW,causal,4.2,long,True,2697,360,13.348
4164771889,4,CH,causal,4.7,long,True,503,68,13.519
7771650716,3,CW,causal,1.9,short,True,1805,247,13.684
6806999702,9,TN,temporal,6.5,long,True,2697,360,13.348
7059877301,1,CW,causal,1.3,short,True,918,123,13.399
3846475848,5,TN,temporal,6.8,long,True,2138,287,13.424
3902997424,0,CW,causal,2.4,short,True,779,104,13.35
12682618843,4,CW,causal,3.0,long,True,1458,172,11.797
6621511673,9,CW,causal,5.0,long,True,2697,360,13.348
4978714491,0,CW,causal,10.8,long,True,1200,160,13.333
8080432373,3,CW,causal,2.8,long,True,2697,360,13.348
5205081904,2,CW,causal,2.3,short,True,623,84,13.483
9217939684,2,CW,causal,5.7,long,True,1660,175,10.542
7536230796,6,CH,causal,1.4,short,True,1773,240,13.536
2604394962,2,CW,causal,3.0,long,True,1078,144,13.358
6806999702,2,CW,causal,4.5,long,True,2697,360,13.348
2877270840,1,CW,causal,13.7,long,True,780,104,13.333
8797589693,2,CW,causal,2.1,short,True,2699,289,10.708
9531760182,4,TN,temporal,4.2,long,True,2097,257,12.256
3388598772,8,TN,temporal,2.9,long,True,335,46,13.731
2599937944,6,TN,temporal,1.8,short,True,449,62,13.808
4942054721,3,CW,causal,1.6,short,True,645,87,13.488
2495861393,7,TC,temporal,3.6,long,True,1499,201,13.409
2599937944,2,CW,causal,7.5,long,True,449,62,13.808
2834146886,3,CW,causal,11.2,long,True,1881,251,13.344
6592821115,9,TN,temporal,4.2,long,True,1800,253,14.056
4688219212,2,CH,causal,5.4,long,True,959,128,13.347
4674481985,6,CH,causal,4.2,long,True,734,99,13.488
4765564263,6,CW,causal,4.2,long,True,420,56,13.333
5116088152,9,TN,temporal,3.8,long,True,1205,162,13.444
4006608424,1,CH,causal,22.7,long,True,2697,360,13.348
4444192938,2,CW,causal,2.9,long,True,866,116,13.395
9408800471,5,CW,causal,3.3,long,True,1056,124,11.742
5445581571,3,TP,temporal,6.8,long,True,964,130,13.485
10030609934,9,TP,temporal,3.6,long,True,1680,198,11.786
6244675392,2,CW,causal,38.7,long,True,900,120,13.333
4765717907,6,TN,temporal,12.2,long,True,1180,159,13.475
13569831214,7,CW,causal,3.1,long,True,1664,199,11.959
5133787349,2,CW,causal,2.0,short,True,363,50,13.774
5919180502,6,TC,temporal,3.7,long,True,1379,200,14.503
2809330695,1,CW,causal,3.7,long,True,2158,289,13.392
4564478328,1,CW,causal,5.9,long,True,1410,188,13.333
5945172741,4,TN,temporal,22.1,long,True,1593,214,13.434
11871253306,9,TN,temporal,1.4,short,True,1476,173,11.721
4444192938,0,CH,causal,5.5,long,True,866,116,13.395
8225502382,8,TN,temporal,2.3,short,True,1468,196,13.351
4151403382,6,TN,temporal,3.7,long,True,1875,252,13.44
4075791856,4,CH,causal,6.9,long,True,2250,300,13.333
2503404966,5,TN,temporal,3.3,long,True,840,112,13.333
10001787725,3,CW,causal,5.0,long,True,1021,121,11.851
9612838272,4,CW,causal,3.9,long,True,453,54,11.921
8064178441,9,TN,temporal,4.6,long,True,2229,298,13.369
4132599924,4,TN,temporal,5.8,long,True,781,105,13.444
6025238212,4,TN,temporal,12.5,long,True,758,102,13.456
5662041273,10,CW,causal,21.6,long,True,2697,361,13.385
8189958994,0,CW,causal,1.7,short,True,1869,250,13.376
4859057828,9,TC,temporal,3.5,long,True,647,87,13.447
4915733559,0,CW,causal,5.0,long,True,1069,143,13.377
7001078933,3,CW,causal,1.5,short,True,633,86,13.586
9917882506,5,TN,temporal,4.0,long,True,974,115,11.807
3340340268,3,TN,temporal,11.8,long,True,1289,172,13.344
5907839036,5,CW,causal,8.4,long,True,2697,360,13.348
6188449000,2,CW,causal,6.2,long,True,1350,188,13.926
7001078933,8,CW,causal,2.0,short,True,633,86,13.586
4485707628,6,TN,temporal,4.4,long,True,1933,259,13.399
6896884547,9,CH,causal,1.4,short,True,1440,192,13.333
4774302357,1,CW,causal,4.8,long,True,450,60,13.333
2614918961,3,CW,causal,4.7,long,True,1311,175,13.349
4838113006,4,CW,causal,1.3,short,True,2697,360,13.348
6188449000,0,CW,causal,4.9,long,True,1350,188,13.926
5875242364,3,TN,temporal,4.8,long,True,427,59,13.817
14003541505,8,CH,causal,3.1,long,True,507,64,12.623
8189958994,3,CW,causal,10.6,long,True,1869,250,13.376
7331927796,0,CW,causal,8.2,long,True,519,70,13.487
4970148391,3,CW,causal,1.5,short,True,732,99,13.525
8531675050,6,TP,temporal,2.7,long,True,1620,216,13.333
8188651630,3,CW,causal,26.7,long,True,571,77,13.485
2782307049,6,TC,temporal,2.7,long,True,461,62,13.449
8531675050,8,CW,causal,3.1,long,True,1620,216,13.333
3429509208,9,CH,causal,2.9,long,True,374,51,13.636
4935987905,0,TC,temporal,14.8,long,True,806,108,13.4
8253302563,6,TN,temporal,8.1,long,True,1056,142,13.447
4671452046,10,TN,temporal,3.1,long,True,1306,175,13.4
10127533784,5,CW,causal,3.4,long,True,600,70,11.667
8811725760,0,CW,causal,16.4,long,True,631,66,10.46
8171216955,4,CW,causal,1.2,short,True,550,75,13.636
5297811305,7,TC,temporal,4.2,long,True,720,96,13.333
3218498932,1,CW,causal,2.6,long,True,892,120,13.453
4626085492,8,CW,causal,3.0,long,True,638,86,13.48
3375218204,11,TN,temporal,3.4,long,True,2241,299,13.342
4151403382,7,TN,temporal,4.0,long,True,1875,252,13.44
3897746373,6,CW,causal,4.2,long,True,399,54,13.534
2871995580,9,CH,causal,3.5,long,True,2697,361,13.385
4949582792,7,CW,causal,8.2,long,True,2639,353,13.376
3164519967,6,TN,temporal,6.1,long,True,1090,146,13.394
8330342965,4,CW,causal,2.1,short,True,1313,176,13.404
3741143820,1,CW,causal,2.7,long,True,332,46,13.855
3526597179,9,TC,temporal,3.0,long,True,807,108,13.383
4968805923,6,TP,temporal,2.8,long,True,313,43,13.738
5498331490,0,TP,temporal,18.1,long,True,2160,288,13.333
5833145209,3,CH,causal,1.6,short,True,510,68,13.333
2584172238,4,TN,temporal,4.5,long,True,719,96,13.352
4671452046,9,TC,temporal,3.1,long,True,1306,175,13.4
5256928210,3,TN,temporal,2.9,long,True,606,82,13.531
6621511673,7,CW,causal,71.8,long,True,2697,360,13.348
5070310138,4,TN,temporal,3.1,long,True,1603,216,13.475
3830567237,5,CH,causal,3.5,long,True,716,96,13.408
3303565503,4,CW,causal,9.2,long,True,1115,150,13.453
3121571439,2,CW,causal,1.1,short,True,1212,163,13.449
4825843801,4,TN,temporal,1.3,short,True,710,95,13.38
4949582792,6,TC,temporal,10.9,long,True,2639,353,13.376
2726497009,5,CW,causal,3.3,long,True,1575,211,13.397
5521781780,4,TN,temporal,4.8,long,True,2697,361,13.385
2400171624,7,TN,temporal,1.2,short,True,996,135,13.554
8388104887,3,TN,temporal,5.7,long,True,1233,178,14.436
5879651428,0,CW,causal,1.5,short,True,2697,360,13.348
5145526755,8,TN,temporal,8.2,long,True,1675,224,13.373
2442307875,5,TC,temporal,1.9,short,True,515,70,13.592
4419096437,3,TN,temporal,7.5,long,True,1584,212,13.384
9498159305,2,CW,causal,5.5,long,True,1275,152,11.922
6642268693,1,CW,causal,4.7,long,True,1143,154,13.473
3383804222,1,CW,causal,4.1,long,True,999,134,13.413
3340340268,0,TC,temporal,7.7,long,True,1289,172,13.344
