auc_all_frames_propagated,class,n_frames_decoded,n_positive_frames,n_spans,per_frame_csv,retention_pct,video_name
,Normal,930,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_828_x264.csv,10.43010752688172,Normal_Videos_828_x264.mp4
,Normal,448,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_831_x264.csv,10.491071428571429,Normal_Videos_831_x264.mp4
,Normal,1198,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_866_x264.csv,10.601001669449081,Normal_Videos_866_x264.mp4
,Normal,624,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_867_x264.csv,10.576923076923077,Normal_Videos_867_x264.mp4
,Normal,2401,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_868_x264.csv,10.412328196584756,Normal_Videos_868_x264.mp4
,Normal,2401,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_869_x264.csv,10.453977509371095,Normal_Videos_869_x264.mp4
,Normal,601,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_870_x264.csv,10.482529118136439,Normal_Videos_870_x264.mp4
,Normal,4358,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_871_x264.csv,10.509407985314365,Normal_Videos_871_x264.mp4
,Normal,530,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_872_x264.csv,10.566037735849056,Normal_Videos_872_x264.mp4
,Normal,1799,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_873_x264.csv,10.450250138966092,Normal_Videos_873_x264.mp4
,Normal,4226,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_874_x264.csv,10.45906294368197,Normal_Videos_874_x264.mp4
,Normal,2565,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_875_x264.csv,10.448343079922028,Normal_Videos_875_x264.mp4
,Normal,351,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_876_x264.csv,10.54131054131054,Normal_Videos_876_x264.mp4
,Normal,10025,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_877_x264.csv,10.413965087281795,Normal_Videos_877_x264.mp4
