video,qid,ppr_lambda,any_in_gold,iop,iou
4815534482,3,0.5,False,0.0,0.0
8594314852,3,0.5,True,0.85054,0.64998
8594314852,4,0.5,True,0.46417,0.35472
3303565503,6,0.5,True,0.0,0.0
3112351937,6,0.5,True,0.5,0.5
5138093706,8,0.5,False,0.0,0.0
2824317018,5,0.5,False,0.26386,0.2023
6754608321,7,0.5,True,0.0,0.0
4488066715,8,0.5,False,0.0,0.0
8505893258,5,0.5,False,0.0,0.0
3427674558,5,0.5,False,0.0,0.0
2987766537,7,0.5,False,0.0,0.0
7771650716,2,0.5,False,0.0,0.0
8277866423,6,0.5,True,0.0,0.0
4190655097,3,0.5,True,0.76911,0.45633
3322503255,4,0.5,False,0.0,0.0
3557498300,4,0.5,False,0.0,0.0
2573424030,2,0.5,True,0.0,0.0
6898821807,2,0.5,True,0.0,0.0
4264435046,2,0.5,False,0.31598,0.12079
3171006258,4,0.5,False,0.0,0.0
3383804222,2,0.5,False,0.40085,0.26578
3105728894,0,0.5,False,0.0,0.0
11244289523,7,0.5,True,0.80492,0.71429
10030609934,2,0.5,True,0.43467,0.30418
4217422838,1,0.5,True,0.0,0.0
2932897373,4,0.5,True,1.0,0.59459
4761953886,2,0.5,True,0.0,0.0
6713120511,4,0.5,False,0.0,0.0
9082180631,4,0.5,True,0.50583,0.2254
2821788355,4,0.5,True,0.60442,0.2817
4815534482,1,0.5,False,0.0,0.0
3158022797,8,0.5,False,0.0,0.0
8241491518,8,0.5,True,0.28169,0.17554
4189100053,8,0.5,False,0.0,0.0
2957808913,7,0.5,True,0.0,0.0
4419096437,1,0.5,True,0.0,0.0
5803861992,3,0.5,True,1.0,0.06349
