arm,query_mode,traversal,scope,metric,value,n
C,legacy,legacy_symmetric,type=TN,mIoU,0.14645161221590908,704
C,legacy,legacy_symmetric,type=TN,IoP@0.3,0.3068181818181818,704
C,legacy,legacy_symmetric,type=TN,IoP@0.5,0.24005681818181818,704
C,legacy,legacy_symmetric,type=TN,IoU@0.3,0.234375,704
C,legacy,legacy_symmetric,type=TN,IoU@0.5,0.12215909090909091,704
C,legacy,legacy_symmetric,type=TN,zero_width_count,0,704
C,legacy,legacy_symmetric,type=TN,zero_width_rate,0.0,704
C,legacy,legacy_symmetric,type=TN,invalid_span_count,0,704
C,legacy,legacy_symmetric,type=TN,mean_pred_span_width,4.25376278409091,704
C,legacy,legacy_symmetric,type=TN,median_retrieval_ms,14.6305,704
C,legacy,legacy_symmetric,type=TN,p95_retrieval_ms,17.88275,704
C,legacy,legacy_symmetric,type=TN,mean_ppr_calls,3.9048295454545454,704
C,legacy,legacy_symmetric,type=TN,max_ppr_calls,4,704
C,legacy,legacy_symmetric,type=TN,avg_context_frames,7.994318181818182,704
C,legacy,legacy_symmetric,type=TN,max_context_frames_observed,8,704
C,legacy,legacy_symmetric,type=TP,n,37,37
C,legacy,legacy_symmetric,type=TP,gold_frame_at_4,0.3783783783783784,37
C,legacy,legacy_symmetric,type=TP,anchor_in_gold_at_1,0.3783783783783784,37
C,legacy,legacy_symmetric,type=TP,mIoP,0.22735910810810814,37
C,legacy,legacy_symmetric,type=TP,mIoU,0.1390124054054054,37
C,legacy,legacy_symmetric,type=TP,IoP@0.3,0.2702702702702703,37
C,legacy,legacy_symmetric,type=TP,IoP@0.5,0.21621621621621623,37
C,legacy,legacy_symmetric,type=TP,IoU@0.3,0.1891891891891892,37
C,legacy,legacy_symmetric,type=TP,IoU@0.5,0.10810810810810811,37
C,legacy,legacy_symmetric,type=TP,zero_width_count,0,37
C,legacy,legacy_symmetric,type=TP,zero_width_rate,0.0,37
C,legacy,legacy_symmetric,type=TP,invalid_span_count,0,37
C,legacy,legacy_symmetric,type=TP,mean_pred_span_width,4.251378378378378,37
C,legacy,legacy_symmetric,type=TP,median_retrieval_ms,13.908,37
C,legacy,legacy_symmetric,type=TP,p95_retrieval_ms,16.494699999999998,37
C,legacy,legacy_symmetric,type=TP,mean_ppr_calls,3.7567567567567566,37
C,legacy,legacy_symmetric,type=TP,max_ppr_calls,4,37
C,legacy,legacy_symmetric,type=TP,avg_context_frames,8.0,37
C,legacy,legacy_symmetric,type=TP,max_context_frames_observed,8,37
C,legacy,legacy_symmetric,type=TC,n,380,380
C,legacy,legacy_symmetric,type=TC,gold_frame_at_4,0.4368421052631579,380
C,legacy,legacy_symmetric,type=TC,anchor_in_gold_at_1,0.3157894736842105,380
C,legacy,legacy_symmetric,type=TC,mIoP,0.3354888289473684,380
C,legacy,legacy_symmetric,type=TC,mIoU,0.16101835526315791,380
C,legacy,legacy_symmetric,type=TC,IoP@0.3,0.41578947368421054,380
C,legacy,legacy_symmetric,type=TC,IoP@0.5,0.3447368421052632,380
C,legacy,legacy_symmetric,type=TC,IoU@0.3,0.2236842105263158,380
C,legacy,legacy_symmetric,type=TC,IoU@0.5,0.12368421052631579,380
C,legacy,legacy_symmetric,type=TC,zero_width_count,0,380
C,legacy,legacy_symmetric,type=TC,zero_width_rate,0.0,380
C,legacy,legacy_symmetric,type=TC,invalid_span_count,0,380
C,legacy,legacy_symmetric,type=TC,mean_pred_span_width,4.243909210526316,380
C,legacy,legacy_symmetric,type=TC,median_retrieval_ms,11.119,380
C,legacy,legacy_symmetric,type=TC,p95_retrieval_ms,16.3344,380
C,legacy,legacy_symmetric,type=TC,mean_ppr_calls,3.031578947368421,380
C,legacy,legacy_symmetric,type=TC,max_ppr_calls,4,380
C,legacy,legacy_symmetric,type=TC,avg_context_frames,7.994736842105263,380
C,legacy,legacy_symmetric,type=TC,max_context_frames_observed,8,380
C,legacy,legacy_symmetric,gold_width=<2s,n,278,278
C,legacy,legacy_symmetric,gold_width=<2s,gold_frame_at_4,0.2014388489208633,278
C,legacy,legacy_symmetric,gold_width=<2s,anchor_in_gold_at_1,0.1079136690647482,278
C,legacy,legacy_symmetric,gold_width=<2s,mIoP,0.08358704676258993,278
C,legacy,legacy_symmetric,gold_width=<2s,mIoU,0.08134272302158273,278
C,legacy,legacy_symmetric,gold_width=<2s,IoP@0.3,0.12589928057553956,278
C,legacy,legacy_symmetric,gold_width=<2s,IoP@0.5,0.007194244604316547,278
C,legacy,legacy_symmetric,gold_width=<2s,IoU@0.3,0.11870503597122302,278
C,legacy,legacy_symmetric,gold_width=<2s,IoU@0.5,0.007194244604316547,278
C,legacy,legacy_symmetric,gold_width=<2s,zero_width_count,0,278
C,legacy,legacy_symmetric,gold_width=<2s,zero_width_rate,0.0,278
C,legacy,legacy_symmetric,gold_width=<2s,invalid_span_count,0,278
C,legacy,legacy_symmetric,gold_width=<2s,mean_pred_span_width,4.220834892086331,278
C,legacy,legacy_symmetric,gold_width=<2s,median_retrieval_ms,14.975,278
C,legacy,legacy_symmetric,gold_width=<2s,p95_retrieval_ms,20.360400000000002,278
C,legacy,legacy_symmetric,gold_width=<2s,mean_ppr_calls,4.133093525179856,278
C,legacy,legacy_symmetric,gold_width=<2s,max_ppr_calls,5,278
C,legacy,legacy_symmetric,gold_width=<2s,avg_context_frames,7.9928057553956835,278
C,legacy,legacy_symmetric,gold_width=<2s,max_context_frames_observed,8,278
C,legacy,legacy_symmetric,gold_width=2-5s,n,1125,1125
C,legacy,legacy_symmetric,gold_width=2-5s,gold_frame_at_4,0.2737777777777778,1125
C,legacy,legacy_symmetric,gold_width=2-5s,anchor_in_gold_at_1,0.176,1125
C,legacy,legacy_symmetric,gold_width=2-5s,mIoP,0.19263828088888887,1125
C,legacy,legacy_symmetric,gold_width=2-5s,mIoU,0.1637709982222222,1125
C,legacy,legacy_symmetric,gold_width=2-5s,IoP@0.3,0.29244444444444445,1125
C,legacy,legacy_symmetric,gold_width=2-5s,IoP@0.5,0.21244444444444444,1125
C,legacy,legacy_symmetric,gold_width=2-5s,IoU@0.3,0.2568888888888889,1125
C,legacy,legacy_symmetric,gold_width=2-5s,IoU@0.5,0.16177777777777777,1125
C,legacy,legacy_symmetric,gold_width=2-5s,zero_width_count,0,1125
C,legacy,legacy_symmetric,gold_width=2-5s,zero_width_rate,0.0,1125
C,legacy,legacy_symmetric,gold_width=2-5s,invalid_span_count,0,1125
C,legacy,legacy_symmetric,gold_width=2-5s,mean_pred_span_width,4.262800355555556,1125
C,legacy,legacy_symmetric,gold_width=2-5s,median_retrieval_ms,14.895,1125
C,legacy,legacy_symmetric,gold_width=2-5s,p95_retrieval_ms,20.1984,1125
C,legacy,legacy_symmetric,gold_width=2-5s,mean_ppr_calls,4.0391111111111115,1125
C,legacy,legacy_symmetric,gold_width=2-5s,max_ppr_calls,5,1125
C,legacy,legacy_symmetric,gold_width=2-5s,avg_context_frames,7.994666666666666,1125
C,legacy,legacy_symmetric,gold_width=2-5s,max_context_frames_observed,8,1125
C,legacy,legacy_symmetric,gold_width=5-10s,n,731,731
C,legacy,legacy_symmetric,gold_width=5-10s,gold_frame_at_4,0.45006839945280436,731
C,legacy,legacy_symmetric,gold_width=5-10s,anchor_in_gold_at_1,0.32694938440492477,731
C,legacy,legacy_symmetric,gold_width=5-10s,mIoP,0.3189080711354309,731
C,legacy,legacy_symmetric,gold_width=5-10s,mIoU,0.18738022845417235,731
C,legacy,legacy_symmetric,gold_width=5-10s,IoP@0.3,0.387140902872777,731
C,legacy,legacy_symmetric,gold_width=5-10s,IoP@0.5,0.3283173734610123,731
C,legacy,legacy_symmetric,gold_width=5-10s,IoU@0.3,0.31053351573187415,731
C,legacy,legacy_symmetric,gold_width=5-10s,IoU@0.5,0.17099863201094392,731
C,legacy,legacy_symmetric,gold_width=5-10s,zero_width_count,0,731
C,legacy,legacy_symmetric,gold_width=5-10s,zero_width_rate,0.0,731
C,legacy,legacy_symmetric,gold_width=5-10s,invalid_span_count,0,731
C,legacy,legacy_symmetric,gold_width=5-10s,mean_pred_span_width,4.266646374829001,731
C,legacy,legacy_symmetric,gold_width=5-10s,median_retrieval_ms,14.71,731
C,legacy,legacy_symmetric,gold_width=5-10s,p95_retrieval_ms,20.081400000000002,731
C,legacy,legacy_symmetric,gold_width=5-10s,mean_ppr_calls,3.902872777017784,731
C,legacy,legacy_symmetric,gold_width=5-10s,max_ppr_calls,5,731
C,legacy,legacy_symmetric,gold_width=5-10s,avg_context_frames,7.998632010943912,731
C,legacy,legacy_symmetric,gold_width=5-10s,max_context_frames_observed,8,731
C,legacy,legacy_symmetric,gold_width=>=10s,n,551,551
C,legacy,legacy_symmetric,gold_width=>=10s,gold_frame_at_4,0.676950998185118,551
C,legacy,legacy_symmetric,gold_width=>=10s,anchor_in_gold_at_1,0.5390199637023594,551
C,legacy,legacy_symmetric,gold_width=>=10s,mIoP,0.554818941923775,551
C,legacy,legacy_symmetric,gold_width=>=10s,mIoU,0.13811752994555354,551
C,legacy,legacy_symmetric,gold_width=>=10s,IoP@0.3,0.6007259528130672,551
C,legacy,legacy_symmetric,gold_width=>=10s,IoP@0.5,0.5626134301270418,551
C,legacy,legacy_symmetric,gold_width=>=10s,IoU@0.3,0.1542649727767695,551
C,legacy,legacy_symmetric,gold_width=>=10s,IoU@0.5,0.018148820326678767,551
C,legacy,legacy_symmetric,gold_width=>=10s,zero_width_count,0,551
C,legacy,legacy_symmetric,gold_width=>=10s,zero_width_rate,0.0,551
C,legacy,legacy_symmetric,gold_width=>=10s,invalid_span_count,0,551
C,legacy,legacy_symmetric,gold_width=>=10s,mean_pred_span_width,4.30415390199637,551
C,legacy,legacy_symmetric,gold_width=>=10s,median_retrieval_ms,14.197,551
C,legacy,legacy_symmetric,gold_width=>=10s,p95_retrieval_ms,20.1856,551
C,legacy,legacy_symmetric,gold_width=>=10s,mean_ppr_calls,3.6533575317604354,551
C,legacy,legacy_symmetric,gold_width=>=10s,max_ppr_calls,5,551
C,legacy,legacy_symmetric,gold_width=>=10s,avg_context_frames,8.0,551
C,legacy,legacy_symmetric,gold_width=>=10s,max_context_frames_observed,8,551
D,structured_v2,none,overall,n,2685,2685
D,structured_v2,none,overall,gold_frame_at_4,0.5348230912476722,2685
D,structured_v2,none,overall,anchor_in_gold_at_1,0.3027932960893855,2685
D,structured_v2,none,overall,mIoP,0.293990459962756,2685
D,structured_v2,none,overall,mIoU,0.1603704659217877,2685
D,structured_v2,none,overall,IoP@0.3,0.36722532588454376,2685
D,structured_v2,none,overall,IoP@0.5,0.3005586592178771,2685
D,structured_v2,none,overall,IoU@0.3,0.23687150837988827,2685
D,structured_v2,none,overall,IoU@0.5,0.12886405959031658,2685
D,structured_v2,none,overall,zero_width_count,0,2685
D,structured_v2,none,overall,zero_width_rate,0.0,2685
D,structured_v2,none,overall,invalid_span_count,0,2685
D,structured_v2,none,overall,mean_pred_span_width,4.269389124767225,2685
D,structured_v2,none,overall,median_retrieval_ms,3.975,2685
D,structured_v2,none,overall,p95_retrieval_ms,4.815,2685
D,structured_v2,none,overall,mean_ppr_calls,1.0,2685
D,structured_v2,none,overall,max_ppr_calls,1,2685
D,structured_v2,none,overall,avg_context_frames,4.0,2685
D,structured_v2,none,overall,max_context_frames_observed,4,2685
D,structured_v2,none,type=CW,n,1172,1172
D,structured_v2,none,type=CW,gold_frame_at_4,0.5477815699658704,1172
D,structured_v2,none,type=CW,anchor_in_gold_at_1,0.3225255972696246,1172
D,structured_v2,none,type=CW,mIoP,0.3065547414675768,1172
D,structured_v2,none,type=CW,mIoU,0.16480692576791808,1172
D,structured_v2,none,type=CW,IoP@0.3,0.38139931740614336,1172
D,structured_v2,none,type=CW,IoP@0.5,0.3122866894197952,1172
D,structured_v2,none,type=CW,IoU@0.3,0.24232081911262798,1172
D,structured_v2,none,type=CW,IoU@0.5,0.1296928327645051,1172
D,structured_v2,none,type=CW,zero_width_count,0,1172
D,structured_v2,none,type=CW,zero_width_rate,0.0,1172
D,structured_v2,none,type=CW,invalid_span_count,0,1172
D,structured_v2,none,type=CW,mean_pred_span_width,4.286379351535836,1172
D,structured_v2,none,type=CW,median_retrieval_ms,3.962,1172
D,structured_v2,none,type=CW,p95_retrieval_ms,4.7795,1172
D,structured_v2,none,type=CW,mean_ppr_calls,1.0,1172
D,structured_v2,none,type=CW,max_ppr_calls,1,1172
D,structured_v2,none,type=CW,avg_context_frames,4.0,1172
D,structured_v2,none,type=CW,max_context_frames_observed,4,1172
D,structured_v2,none,type=CH,n,392,392
D,structured_v2,none,type=CH,gold_frame_at_4,0.5688775510204082,392
D,structured_v2,none,type=CH,anchor_in_gold_at_1,0.3392857142857143,392
D,structured_v2,none,type=CH,mIoP,0.3412307474489796,392
D,structured_v2,none,type=CH,mIoU,0.17674067857142858,392
D,structured_v2,none,type=CH,IoP@0.3,0.4030612244897959,392
D,structured_v2,none,type=CH,IoP@0.5,0.34438775510204084,392
D,structured_v2,none,type=CH,IoU@0.3,0.24744897959183673,392
D,structured_v2,none,type=CH,IoU@0.5,0.14285714285714285,392
D,structured_v2,none,type=CH,zero_width_count,0,392
D,structured_v2,none,type=CH,zero_width_rate,0.0,392
D,structured_v2,none,type=CH,invalid_span_count,0,392
D,structured_v2,none,type=CH,mean_pred_span_width,4.241736734693878,392
D,structured_v2,none,type=CH,median_retrieval_ms,3.8485,392
D,structured_v2,none,type=CH,p95_retrieval_ms,4.763199999999999,392
D,structured_v2,none,type=CH,mean_ppr_calls,1.0,392
D,structured_v2,none,type=CH,max_ppr_calls,1,392
D,structured_v2,none,type=CH,avg_context_frames,4.0,392
D,structured_v2,none,type=CH,max_context_frames_observed,4,392
D,structured_v2,none,type=TN,n,704,704
D,structured_v2,none,type=TN,gold_frame_at_4,0.46732954545454547,704
D,structured_v2,none,type=TN,anchor_in_gold_at_1,0.2315340909090909,704
D,structured_v2,none,type=TN,mIoP,0.22546514914772728,704
D,structured_v2,none,type=TN,mIoU,0.14160896590909092,704
D,structured_v2,none,type=TN,IoP@0.3,0.2997159090909091,704
D,structured_v2,none,type=TN,IoP@0.5,0.23011363636363635,704
D,structured_v2,none,type=TN,IoU@0.3,0.22443181818181818,704
D,structured_v2,none,type=TN,IoU@0.5,0.12073863636363637,704
D,structured_v2,none,type=TN,zero_width_count,0,704
D,structured_v2,none,type=TN,zero_width_rate,0.0,704
D,structured_v2,none,type=TN,invalid_span_count,0,704
D,structured_v2,none,type=TN,mean_pred_span_width,4.267296732954545,704
D,structured_v2,none,type=TN,median_retrieval_ms,3.9905,704
D,structured_v2,none,type=TN,p95_retrieval_ms,4.861750000000001,704
D,structured_v2,none,type=TN,mean_ppr_calls,1.0,704
D,structured_v2,none,type=TN,max_ppr_calls,1,704
D,structured_v2,none,type=TN,avg_context_frames,4.0,704
D,structured_v2,none,type=TN,max_context_frames_observed,4,704
D,structured_v2,none,type=TP,n,37,37
D,structured_v2,none,type=TP,gold_frame_at_4,0.43243243243243246,37
D,structured_v2,none,type=TP,anchor_in_gold_at_1,0.24324324324324326,37
D,structured_v2,none,type=TP,mIoP,0.24914132432432434,37
D,structured_v2,none,type=TP,mIoU,0.1677368108108108,37
D,structured_v2,none,type=TP,IoP@0.3,0.35135135135135137,37
D,structured_v2,none,type=TP,IoP@0.5,0.24324324324324326,37
D,structured_v2,none,type=TP,IoU@0.3,0.24324324324324326,37
D,structured_v2,none,type=TP,IoU@0.5,0.1891891891891892,37
D,structured_v2,none,type=TP,zero_width_count,0,37
D,structured_v2,none,type=TP,zero_width_rate,0.0,37
D,structured_v2,none,type=TP,invalid_span_count,0,37
D,structured_v2,none,type=TP,mean_pred_span_width,4.199637837837838,37
D,structured_v2,none,type=TP,median_retrieval_ms,4.08,37
D,structured_v2,none,type=TP,p95_retrieval_ms,4.73,37
D,structured_v2,none,type=TP,mean_ppr_calls,1.0,37
D,structured_v2,none,type=TP,max_ppr_calls,1,37
D,structured_v2,none,type=TP,avg_context_frames,4.0,37
D,structured_v2,none,type=TP,max_context_frames_observed,4,37
D,structured_v2,none,type=TC,n,380,380
D,structured_v2,none,type=TC,gold_frame_at_4,0.5947368421052631,380
D,structured_v2,none,type=TC,anchor_in_gold_at_1,0.34210526315789475,380
D,structured_v2,none,type=TC,mIoP,0.3378265289473684,380
D,structured_v2,none,type=TC,mIoU,0.16384122105263157,380
D,structured_v2,none,type=TC,IoP@0.3,0.4131578947368421,380
D,structured_v2,none,type=TC,IoP@0.5,0.35526315789473684,380
D,structured_v2,none,type=TC,IoU@0.3,0.23157894736842105,380
D,structured_v2,none,type=TC,IoU@0.5,0.12105263157894737,380
D,structured_v2,none,type=TC,zero_width_count,0,380
D,structured_v2,none,type=TC,zero_width_rate,0.0,380
D,structured_v2,none,type=TC,invalid_span_count,0,380
D,structured_v2,none,type=TC,mean_pred_span_width,4.2561813157894735,380
D,structured_v2,none,type=TC,median_retrieval_ms,4.0725,380
D,structured_v2,none,type=TC,p95_retrieval_ms,4.8876,380
D,structured_v2,none,type=TC,mean_ppr_calls,1.0,380
D,structured_v2,none,type=TC,max_ppr_calls,1,380
D,structured_v2,none,type=TC,avg_context_frames,4.0,380
D,structured_v2,none,type=TC,max_context_frames_observed,4,380
D,structured_v2,none,gold_width=<2s,n,278,278
D,structured_v2,none,gold_width=<2s,gold_frame_at_4,0.27697841726618705,278
D,structured_v2,none,gold_width=<2s,anchor_in_gold_at_1,0.1223021582733813,278
D,structured_v2,none,gold_width=<2s,mIoP,0.08473289928057554,278
D,structured_v2,none,gold_width=<2s,mIoU,0.08319341007194245,278
D,structured_v2,none,gold_width=<2s,IoP@0.3,0.13309352517985612,278
D,structured_v2,none,gold_width=<2s,IoP@0.5,0.01079136690647482,278
D,structured_v2,none,gold_width=<2s,IoU@0.3,0.12589928057553956,278
D,structured_v2,none,gold_width=<2s,IoU@0.5,0.01079136690647482,278
D,structured_v2,none,gold_width=<2s,zero_width_count,0,278
D,structured_v2,none,gold_width=<2s,zero_width_rate,0.0,278
D,structured_v2,none,gold_width=<2s,invalid_span_count,0,278
D,structured_v2,none,gold_width=<2s,mean_pred_span_width,4.204288489208634,278
D,structured_v2,none,gold_width=<2s,median_retrieval_ms,3.8345000000000002,278
D,structured_v2,none,gold_width=<2s,p95_retrieval_ms,4.6594,278
D,structured_v2,none,gold_width=<2s,mean_ppr_calls,1.0,278
D,structured_v2,none,gold_width=<2s,max_ppr_calls,1,278
D,structured_v2,none,gold_width=<2s,avg_context_frames,4.0,278
D,structured_v2,none,gold_width=<2s,max_context_frames_observed,4,278
D,structured_v2,none,gold_width=2-5s,n,1125,1125
D,structured_v2,none,gold_width=2-5s,gold_frame_at_4,0.44533333333333336,1125
D,structured_v2,none,gold_width=2-5s,anchor_in_gold_at_1,0.21066666666666667,1125
D,structured_v2,none,gold_width=2-5s,mIoP,0.19625910222222223,1125
D,structured_v2,none,gold_width=2-5s,mIoU,0.17027594222222223,1125
D,structured_v2,none,gold_width=2-5s,IoP@0.3,0.29155555555555557,1125
D,structured_v2,none,gold_width=2-5s,IoP@0.5,0.22044444444444444,1125
D,structured_v2,none,gold_width=2-5s,IoU@0.3,0.2604444444444444,1125
D,structured_v2,none,gold_width=2-5s,IoU@0.5,0.18044444444444444,1125
D,structured_v2,none,gold_width=2-5s,zero_width_count,0,1125
D,structured_v2,none,gold_width=2-5s,zero_width_rate,0.0,1125
D,structured_v2,none,gold_width=2-5s,invalid_span_count,0,1125
D,structured_v2,none,gold_width=2-5s,mean_pred_span_width,4.262428533333334,1125
D,structured_v2,none,gold_width=2-5s,median_retrieval_ms,3.956,1125
D,structured_v2,none,gold_width=2-5s,p95_retrieval_ms,4.744400000000001,1125
D,structured_v2,none,gold_width=2-5s,mean_ppr_calls,1.0,1125
D,structured_v2,none,gold_width=2-5s,max_ppr_calls,1,1125
D,structured_v2,none,gold_width=2-5s,avg_context_frames,4.0,1125
D,structured_v2,none,gold_width=2-5s,max_context_frames_observed,4,1125
D,structured_v2,none,gold_width=5-10s,n,731,731
D,structured_v2,none,gold_width=5-10s,gold_frame_at_4,0.5827633378932968,731
D,structured_v2,none,gold_width=5-10s,anchor_in_gold_at_1,0.332421340629275,731
D,structured_v2,none,gold_width=5-10s,mIoP,0.3346922366621067,731
D,structured_v2,none,gold_width=5-10s,mIoU,0.19642981805745552,731
D,structured_v2,none,gold_width=5-10s,IoP@0.3,0.4021887824897401,731
D,structured_v2,none,gold_width=5-10s,IoP@0.5,0.3392612859097127,731
D,structured_v2,none,gold_width=5-10s,IoU@0.3,0.32558139534883723,731
D,structured_v2,none,gold_width=5-10s,IoU@0.5,0.18194254445964433,731
D,structured_v2,none,gold_width=5-10s,zero_width_count,0,731
D,structured_v2,none,gold_width=5-10s,zero_width_rate,0.0,731
D,structured_v2,none,gold_width=5-10s,invalid_span_count,0,731
D,structured_v2,none,gold_width=5-10s,mean_pred_span_width,4.278332694938441,731
D,structured_v2,none,gold_width=5-10s,median_retrieval_ms,3.947,731
D,structured_v2,none,gold_width=5-10s,p95_retrieval_ms,4.826600000000001,731
D,structured_v2,none,gold_width=5-10s,mean_ppr_calls,1.0,731
D,structured_v2,none,gold_width=5-10s,max_ppr_calls,1,731
D,structured_v2,none,gold_width=5-10s,avg_context_frames,4.0,731
D,structured_v2,none,gold_width=5-10s,max_context_frames_observed,4,731
D,structured_v2,none,gold_width=>=10s,n,551,551
D,structured_v2,none,gold_width=>=10s,gold_frame_at_4,0.7840290381125227,551
D,structured_v2,none,gold_width=>=10s,anchor_in_gold_at_1,0.542649727767695,551
D,structured_v2,none,gold_width=>=10s,mIoP,0.5451127477313975,551
D,structured_v2,none,gold_width=>=10s,mIoU,0.13124555535390198,551
D,structured_v2,none,gold_width=>=10s,IoP@0.3,0.5934664246823956,551
D,structured_v2,none,gold_width=>=10s,IoP@0.5,0.558983666061706,551
D,structured_v2,none,gold_width=>=10s,IoU@0.3,0.12704174228675136,551
D,structured_v2,none,gold_width=>=10s,IoU@0.5,0.012704174228675136,551
D,structured_v2,none,gold_width=>=10s,zero_width_count,0,551
D,structured_v2,none,gold_width=>=10s,zero_width_rate,0.0,551
D,structured_v2,none,gold_width=>=10s,invalid_span_count,0,551
D,structured_v2,none,gold_width=>=10s,mean_pred_span_width,4.304581306715064,551
D,structured_v2,none,gold_width=>=10s,median_retrieval_ms,4.12,551
D,structured_v2,none,gold_width=>=10s,p95_retrieval_ms,5.018,551
D,structured_v2,none,gold_width=>=10s,mean_ppr_calls,1.0,551
D,structured_v2,none,gold_width=>=10s,max_ppr_calls,1,551
D,structured_v2,none,gold_width=>=10s,avg_context_frames,4.0,551
D,structured_v2,none,gold_width=>=10s,max_context_frames_observed,4,551
E,structured_v2,directional,overall,n,2685,2685
E,structured_v2,directional,overall,gold_frame_at_4,0.3329608938547486,2685
E,structured_v2,directional,overall,anchor_in_gold_at_1,0.3027932960893855,2685
E,structured_v2,directional,overall,mIoP,0.2865263020484171,2685
E,structured_v2,directional,overall,mIoU,0.15272249944134078,2685
E,structured_v2,directional,overall,IoP@0.3,0.3579143389199255,2685
E,structured_v2,directional,overall,IoP@0.5,0.29348230912476725,2685
E,structured_v2,directional,overall,IoU@0.3,0.2309124767225326,2685
E,structured_v2,directional,overall,IoU@0.5,0.12029795158286778,2685
E,structured_v2,directional,overall,zero_width_count,0,2685
E,structured_v2,directional,overall,zero_width_rate,0.0,2685
E,structured_v2,directional,overall,invalid_span_count,0,2685
E,structured_v2,directional,overall,mean_pred_span_width,4.252760409683427,2685
E,structured_v2,directional,overall,median_retrieval_ms,4.071,2685
E,structured_v2,directional,overall,p95_retrieval_ms,4.983,2685
E,structured_v2,directional,overall,mean_ppr_calls,1.0,2685
E,structured_v2,directional,overall,max_ppr_calls,1,2685
E,structured_v2,directional,overall,avg_context_frames,7.377653631284916,2685
E,structured_v2,directional,overall,max_context_frames_observed,8,2685
E,structured_v2,directional,type=CW,n,1172,1172
E,structured_v2,directional,type=CW,gold_frame_at_4,0.3438566552901024,1172
E,structured_v2,directional,type=CW,anchor_in_gold_at_1,0.32337883959044367,1172
E,structured_v2,directional,type=CW,mIoP,0.30388312542662116,1172
E,structured_v2,directional,type=CW,mIoU,0.16039751279863482,1172
E,structured_v2,directional,type=CW,IoP@0.3,0.378839590443686,1172
E,structured_v2,directional,type=CW,IoP@0.5,0.31399317406143346,1172
E,structured_v2,directional,type=CW,IoU@0.3,0.24232081911262798,1172
E,structured_v2,directional,type=CW,IoU@0.5,0.12457337883959044,1172
E,structured_v2,directional,type=CW,zero_width_count,0,1172
E,structured_v2,directional,type=CW,zero_width_rate,0.0,1172
E,structured_v2,directional,type=CW,invalid_span_count,0,1172
E,structured_v2,directional,type=CW,mean_pred_span_width,4.240897610921502,1172
E,structured_v2,directional,type=CW,median_retrieval_ms,4.041,1172
E,structured_v2,directional,type=CW,p95_retrieval_ms,4.96535,1172
E,structured_v2,directional,type=CW,mean_ppr_calls,1.0,1172
E,structured_v2,directional,type=CW,max_ppr_calls,1,1172
E,structured_v2,directional,type=CW,avg_context_frames,7.780716723549488,1172
E,structured_v2,directional,type=CW,max_context_frames_observed,8,1172
E,structured_v2,directional,type=CH,n,392,392
E,structured_v2,directional,type=CH,gold_frame_at_4,0.375,392
E,structured_v2,directional,type=CH,anchor_in_gold_at_1,0.3392857142857143,392
E,structured_v2,directional,type=CH,mIoP,0.32646302806122446,392
E,structured_v2,directional,type=CH,mIoU,0.16174805102040818,392
E,structured_v2,directional,type=CH,IoP@0.3,0.3877551020408163,392
E,structured_v2,directional,type=CH,IoP@0.5,0.33418367346938777,392
E,structured_v2,directional,type=CH,IoU@0.3,0.23469387755102042,392
E,structured_v2,directional,type=CH,IoU@0.5,0.13010204081632654,392
E,structured_v2,directional,type=CH,zero_width_count,0,392
E,structured_v2,directional,type=CH,zero_width_rate,0.0,392
E,structured_v2,directional,type=CH,invalid_span_count,0,392
E,structured_v2,directional,type=CH,mean_pred_span_width,4.243773724489796,392
E,structured_v2,directional,type=CH,median_retrieval_ms,3.914,392
E,structured_v2,directional,type=CH,p95_retrieval_ms,4.8324,392
E,structured_v2,directional,type=CH,mean_ppr_calls,1.0,392
E,structured_v2,directional,type=CH,max_ppr_calls,1,392
E,structured_v2,directional,type=CH,avg_context_frames,6.321428571428571,392
E,structured_v2,directional,type=CH,max_context_frames_observed,8,392
E,structured_v2,directional,type=TN,n,704,704
E,structured_v2,directional,type=TN,gold_frame_at_4,0.265625,704
E,structured_v2,directional,type=TN,anchor_in_gold_at_1,0.23011363636363635,704
E,structured_v2,directional,type=TN,mIoP,0.21533205823863638,704
E,structured_v2,directional,type=TN,mIoU,0.13420579261363638,704
E,structured_v2,directional,type=TN,IoP@0.3,0.2840909090909091,704
E,structured_v2,directional,type=TN,IoP@0.5,0.21875,704
E,structured_v2,directional,type=TN,IoU@0.3,0.21306818181818182,704
E,structured_v2,directional,type=TN,IoU@0.5,0.109375,704
E,structured_v2,directional,type=TN,zero_width_count,0,704
E,structured_v2,directional,type=TN,zero_width_rate,0.0,704
E,structured_v2,directional,type=TN,invalid_span_count,0,704
E,structured_v2,directional,type=TN,mean_pred_span_width,4.291560653409091,704
E,structured_v2,directional,type=TN,median_retrieval_ms,4.1185,704
E,structured_v2,directional,type=TN,p95_retrieval_ms,5.09875,704
E,structured_v2,directional,type=TN,mean_ppr_calls,1.0,704
E,structured_v2,directional,type=TN,max_ppr_calls,1,704
E,structured_v2,directional,type=TN,avg_context_frames,7.012784090909091,704
E,structured_v2,directional,type=TN,max_context_frames_observed,8,704
E,structured_v2,directional,type=TP,n,37,37
E,structured_v2,directional,type=TP,gold_frame_at_4,0.32432432432432434,37
E,structured_v2,directional,type=TP,anchor_in_gold_at_1,0.24324324324324326,37
